Date,Game,Venue,Park Factor,Weather Factor,Temp F,Relative Humidity %,Wind MPH,Wind Direction,Wind Direction Deg,Precip %,Weather Conditions,Estimated Fly Ball Distance Change Ft,Expected HR Boost %,Ball Flight AI Score,Ball Flight Grade,Weather Confidence %,Team,Player,Opp Pitcher,BvP AVG,BvP Hits,BvP AB,Expected PA,Pitcher Weakness,Hits/G,Runs/G,RBI/G,Projected HRR,Hit Rate %,Recent 5 HRR Avg,Recent 5 HRR Scores,Recent 5 HRR Dates,Recent 10 HRR Avg,Recent 10 HRR Scores,Recent 10 HRR Dates,Recent 15 HRR Avg,Recent 15 HRR Scores,Recent 15 HRR Dates,MC Over 0.5 %,MC Over 1.5 %,MC Over 2.5 %,MC Over 3.5 %,MC Over 4.5 %,MC Over 5.5 %,MC Over 6.5 %,Bet Score,AI Score
2026-08-03,Washington Nationals @ Philadelphia Phillies,Citizens Bank Park,1.028,1.006,82.5,73.0,4.7,WNW,287.0,38.0,Mainly clear,2.6,3.8,55.7,C,92.0,Washington Nationals,CJ Abrams,Aaron Nola,0.25,6,24,4.7,1.2,2.25,1.36,1.94,5.48,66.7,1.4,0|3|3|0|1,08/02|08/01|07/31|07/30|07/29,2.7,0|3|3|0|1|2|0|8|7|3,08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24,3.27,0|3|3|0|1|2|0|8|7|3|5|8|4|5|0,08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18,98.2,92.9,83.6,71.2,57.4,44.0,32.8,4.07,193.7
2026-08-03,Toronto Blue Jays @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Houston Astros,Jeremy Peña,Shane Bieber,0.333,1,3,4.4,1.2,2.33,1.61,1.34,5.28,80.0,3.8,5|3|7|3|1,08/02|08/01|07/31|07/29|07/28,4.3,5|3|7|3|1|3|6|5|4|6,08/02|08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22,3.93,5|3|7|3|1|3|6|5|4|6|4|6|1|4|1,08/02|08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/18|07/17|07/12,98.1,92.0,82.0,68.5,54.7,41.2,30.3,4.79,223.2
2026-08-03,San Diego Padres @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,San Diego Padres,Fernando Tatis Jr.,Brandon Pfaadt,0.167,1,6,5.0,1.01,1.68,0.97,1.23,3.86,53.3,2.6,0|3|1|1|8,08/01|07/31|07/30|07/29|07/28,2.0,0|3|1|1|8|0|1|0|2|4,08/01|07/31|07/30|07/29|07/28|07/26|07/25|07/24|07/23|07/22,2.93,0|3|1|1|8|0|1|0|2|4|8|0|9|3|4,08/01|07/31|07/30|07/29|07/28|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18|07/17,95.3,84.2,68.3,50.3,34.6,22.0,13.4,3.62,170.6
2026-08-03,Toronto Blue Jays @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Houston Astros,Yordan Alvarez,Shane Bieber,0.571,4,7,3.7,1.2,1.71,0.93,1.09,3.73,80.0,3.8,7|3|4|0|5,08/02|08/01|07/31|07/29|07/28,3.1,7|3|4|0|5|3|0|1|3|5,08/02|08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22,3.2,7|3|4|0|5|3|0|1|3|5|3|7|2|2|3,08/02|08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17,95.2,83.1,65.4,47.5,32.3,20.8,12.5,3.91,189.8
2026-08-03,San Diego Padres @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,San Diego Padres,Jackson Merrill,Brandon Pfaadt,0.25,2,8,4.6,1.01,1.7,0.81,1.14,3.65,60.0,2.4,5|3|1|1|2,08/02|08/01|07/31|07/30|07/29,2.7,5|3|1|1|2|5|4|5|1|0,08/02|08/01|07/31|07/30|07/29|07/28|07/26|07/25|07/24|07/23,3.0,5|3|1|1|2|5|4|5|1|0|4|4|0|10|0,08/02|08/01|07/31|07/30|07/29|07/28|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18,94.9,82.2,64.9,46.9,31.2,19.1,11.5,3.67,174.1
2026-08-03,Washington Nationals @ Philadelphia Phillies,Citizens Bank Park,1.028,1.006,82.5,73.0,4.7,WNW,287.0,38.0,Mainly clear,2.6,3.8,55.7,C,92.0,Washington Nationals,Andrés Chaparro,Aaron Nola,0.0,0,3,5.0,1.2,1.06,0.97,1.51,3.54,33.3,1.6,1|1|3|0|3,08/02|08/01|07/31|07/30|07/27,1.6,1|1|3|0|3|0|2|1|0|5,08/02|08/01|07/31|07/30|07/27|07/26|07/25|07/24|07/21|07/20,2.2,1|1|3|0|3|0|2|1|0|5|0|16|0|1|0,08/02|08/01|07/31|07/30|07/27|07/26|07/25|07/24|07/21|07/20|07/19|07/17|07/12|07/10|07/07,94.5,80.9,62.7,44.5,29.5,18.1,10.7,2.85,135.7
2026-08-03,Pittsburgh Pirates @ Milwaukee Brewers,American Family Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,Pittsburgh Pirates,Brandon Lowe,Brandon Sproat,0.0,0,2,5.0,1.13,1.78,0.99,0.69,3.44,60.0,2.2,0|2|5|3|1,08/02|08/01|07/31|07/30|07/29,2.7,0|2|5|3|1|5|6|5|0|0,08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/24|07/22,2.33,0|2|5|3|1|5|6|5|0|0|1|0|2|3|2,08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/26|07/24|07/22|07/22|07/20|07/18|07/18|07/12,93.6,79.6,61.8,42.9,27.9,17.0,9.8,2.77,141.8
2026-08-03,Toronto Blue Jays @ Houston Astros,Daikin Park,1.0,1.0,,,,,,,Unavailable,0.0,0.0,50.0,C,40.0,Toronto Blue Jays,George Springer,Cristian Javier,0.0,0,3,4.0,1.2,1.59,0.67,1.17,3.43,73.3,3.2,1|5|2|3|5,08/02|08/01|07/31|07/29|07/28,2.8,1|5|2|3|5|1|2|6|0|3,08/02|08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/23,2.73,1|5|2|3|5|1|2|6|0|3|1|3|3|2|4,08/02|08/01|07/31|07/29|07/28|07/27|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/18|07/17,94.2,80.2,61.7,42.8,27.4,16.5,9.5,3.36,167.3
2026-08-03,San Diego Padres @ Arizona Diamondbacks,Chase Field,1.0,1.0,,,,,,,Roof / indoor neutral,0.0,0.0,50.0,Roof,95.0,San Diego Padres,Ty France,Brandon Pfaadt,0.333,1,3,3.7,1.01,1.57,0.72,0.98,3.23,86.7,3.2,4|4|5|1|2,08/02|08/01|07/31|07/30|07/29,3.2,4|4|5|1|2|2|2|6|2|4,08/02|08/01|07/31|07/30|07/29|07/28|07/26|07/25|07/24|07/23,3.33,4|4|5|1|2|2|2|6|2|4|0|3|4|9|2,08/02|08/01|07/31|07/30|07/29|07/28|07/26|07/25|07/24|07/23|07/22|07/21|07/20|07/19|07/18,93.0,77.6,57.9,39.2,24.5,14.3,8.0,4.05,195.4
2026-08-03,Los Angeles Dodgers @ Chicago Cubs,Wrigley Field,1.018,1.003,72.6,76.0,6.9,ESE,109.0,0.0,Clear,1.2,1.7,52.5,C,75.0,Chicago Cubs,Alex Bregman,Unknown,0.0,0,0,5.0,1.0,1.5,1.15,0.53,3.18,46.7,1.8,0|2|1|5|1,08/02|08/01|07/31|07/30|07/29,2.3,0|2|1|5|1|5|9|0|0|0,08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/25|07/24|07/22,2.4,0|2|1|5|1|5|9|0|0|0|3|4|6|0|0,08/02|08/01|07/31|07/30|07/29|07/28|07/27|07/25|07/24|07/22|07/21|07/20|07/19|07/18|07/17,92.5,76.8,57.0,38.1,23.8,14.1,7.7,2.86,139.5
