Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Total,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Recent Pitch Mix Source,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count,Recent Pitch 8 Name,Recent Pitch 8 Usage %,Recent Pitch 8 Count
42,2026-09-25,823489,2026-09-25T20:05:00Z,Scheduled,Yankee Stadium,Baltimore Orioles @ New York Yankees,Away,665750,Leody Taveras,Baltimore Orioles,New York Yankees,CF,S,No,,138,477,425,92,16,6,8,58,54,41,1,124,0.216,0.286,0.339,0.625,8,24,23,4,0,0.174,0.0,22,66,61,9,0,0.148,0.0,605,77,1.3,17.7,40.5,30.5,28.6,14.4,24.9,41.0,26.3,3.5,2.3,3.5,66.7,79.3,19.3,0.405,67.5,91.8,112.0,27.7,5.8,5.6,35.4,20.6,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,20.6,Weak,0.918,Good,0.0,42.1,91.4,0.339,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,12.21,4.21,Strong positive regression,Weak Contact-First Profile profile. 1.3% barrel rate; 79.3 mph average exit velocity; 24.9% air-ball rate; 41.0% pull-air rate; 3.5% HR-launch rate.,0.0168,0.0198,3.87,61,22,53.1,1.15,114.8,Near normal interval,694341.0,Brendan Beck,R,Switch vs RHP,3,1,7.2,8.22,1.57,4,4.7,5.87,5.87,27.4,100.0,0.504,3.0,4-Seam Fastball,L,LHB vs RHP,34.1,317,0.228,0.299,0.395,0.694,7,28,72,0.0221,2.4,0.46,16,0.0625,15.8,0.858,0,0,0,0/0,,,,,0,0,0,34.9,Slight Pitcher Advantage,Below average,50.0,3,149,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.955,1.075,38.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,34.1,88.6,27.4,27.5,64.4,45.0,51.3,5.8,0.758,1.059,1.035,0.94,0.918,0.863,1.0,7.46,5.87,82.3,22.7,F,Lineup unconfirmed,40.0,15.0,37.5,30.0,65.0,47.5,88.8,99.5,110.9,0.774,4.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,47.651006711409394,71.0,Slider,33.557046979865774,50.0,Split-Finger,6.7114093959731544,10.0,Curveball,6.040268456375839,9.0,Sinker,6.040268456375839,9.0,,,,,,,,,
43,2026-09-25,823735,2026-09-25T23:40:00Z,Scheduled,American Family Field,St. Louis Cardinals @ Milwaukee Brewers,Home,641343,Jake Bauers,Milwaukee Brewers,St. Louis Cardinals,1B,L,No,,141,565,466,125,22,2,26,91,84,93,4,151,0.268,0.393,0.491,0.884,9,38,32,8,1,0.25,0.0263,22,89,65,16,3,0.246,0.0337,615,75,7.7,28.7,46.3,21.6,30.3,14.2,26.4,44.3,34.7,6.9,3.5,6.9,54.1,83.4,18.6,0.731,73.9,96.4,113.4,61.5,13.7,14.3,43.4,44.9,Below Average,3.0,Pull Power,A,Excellent HR swing plane,44.9,Below Average,0.986,Good,6.7,47.1,93.9,0.786,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,39.67,13.67,Strong positive regression,Below Average Pull Power profile. 7.7% barrel rate; 83.4 mph average exit velocity; 26.4% air-ball rate; 44.3% pull-air rate; 6.9% HR-launch rate.,0.046,0.0436,4.17,24,7,17.9,1.34,133.9,Near normal interval,700241.0,Michael McGreevy,R,LHB vs RHP,30,30,164.0,3.84,1.25,21,1.15,6.2,2.52,58.5,100.0,0.701,8.7,4-Seam Fastball,L,LHB vs RHP,50.7,406,0.268,0.399,0.476,0.875,18,70,114,0.0443,8.1,0.733,428,0.0327,6.6,0.602,5,4,2,2/4,0.5,0.6,1.25,1.85,1,1,0,55.8,Neutral Matchup,Average,62.5,5,457,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.017,0.983,57.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.7,39.8,58.5,47.5,50.0,45.0,51.3,5.8,0.872,1.008,1.025,1.0,0.986,0.986,1.0,16.95,10.02,84.1,34.0,D,Lineup unconfirmed,879.0,5.8,28.0,16.4,39.8,30.1,83.9,96.9,116.0,0.579,21.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,23.85120350109409,109.0,Changeup,22.319474835886215,102.0,Sinker,14.879649890590809,68.0,Curveball,13.785557986870897,63.0,Sweeper,12.25382932166302,56.0,Cutter,8.752735229759299,40.0,Slider,4.157549234135668,19.0,,,
44,2026-09-25,823491,2026-09-25T20:10:00Z,Scheduled,Yankee Stadium,Baltimore Orioles @ New York Yankees,Home,700250,Ben Rice,New York Yankees,Baltimore Orioles,DH,L,No,,152,658,565,148,23,4,41,104,97,84,6,158,0.262,0.362,0.535,0.897,11,50,37,11,4,0.297,0.08,25,112,94,30,6,0.319,0.0536,793,133,7.9,28.3,52.1,22.8,25.1,17.1,29.8,44.0,30.0,9.2,4.7,9.2,62.5,84.6,16.1,0.702,70.6,96.8,110.3,19.9,13.3,5.9,53.3,40.5,Below Average,2.5,Pull Power,A,Excellent HR swing plane,40.5,Below Average,0.973,Good,6.8,39.5,96.1,0.694,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,55.49,14.49,Strong positive regression,Below Average Pull Power profile. 7.9% barrel rate; 84.6 mph average exit velocity; 29.8% air-ball rate; 44.0% pull-air rate; 9.2% HR-launch rate.,0.0623,0.0576,4.09,3,1,13.8,0.22,21.8,Very recent HR,687064.0,Brandon Young,R,LHB vs RHP,27,27,151.2,3.62,1.36,22,1.31,7.54,3.44,67.3,100.0,0.79,8.7,4-Seam Fastball,L,LHB vs RHP,53.1,440,0.268,0.377,0.573,0.95,30,65,99,0.0682,9.8,0.741,392,0.0332,3.8,0.48,3,3,2,2/3,0.667,0.667,1.667,2.334,1,0,0,59.0,Slight Hitter Advantage,Above average,57.5,5,465,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.035,0.965,55.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,53.1,33.0,67.3,45.1,64.4,45.0,51.2,5.78,1.073,1.034,1.025,1.03,0.973,1.003,0.98,21.56,14.65,85.0,39.0,D+,Lineup unconfirmed,872.0,4.0,24.1,13.5,46.9,31.0,82.9,94.9,114.0,0.513,22.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,41.505376344086024,193.0,Split-Finger,17.634408602150536,82.0,Slider,15.913978494623656,74.0,Sinker,14.408602150537634,67.0,Curveball,10.53763440860215,49.0,,,,,,,,,
45,2026-09-25,824703,2026-09-25T17:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Away,608324,Alex Bregman,Chicago Cubs,Boston Red Sox,3B,R,No,,153,693,600,157,32,2,26,89,89,75,12,101,0.262,0.352,0.452,0.804,8,32,26,6,1,0.231,0.0312,22,94,81,26,7,0.321,0.0745,918,128,5.1,24.8,51.4,26.7,21.8,15.6,28.2,55.8,29.0,7.3,5.7,7.3,72.9,83.3,22.5,0.478,68.2,95.0,107.9,3.5,12.4,1.5,65.4,32.4,Weak,2.5,Pull Power,A-,Elevated power plane,32.4,Weak,0.951,Good,7.0,62.2,95.2,0.511,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,47.3,21.3,Strong positive regression,Weak Pull Power profile. 5.1% barrel rate; 83.3 mph average exit velocity; 28.2% air-ball rate; 55.8% pull-air rate; 7.3% HR-launch rate.,0.0375,0.0367,4.15,10,3,23.1,0.43,43.3,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.0,1.0,51.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,55.6,53.6,45.0,51.1,5.76,1.12,1.0,1.0,1.0,0.951,0.951,1.0,14.37,10.16,74.5,29.0,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2026-09-25,823489,2026-09-25T20:05:00Z,Scheduled,Yankee Stadium,Baltimore Orioles @ New York Yankees,Home,682987,Spencer Jones,New York Yankees,Baltimore Orioles,RF,L,No,,84,281,253,62,13,1,11,34,39,25,1,102,0.245,0.314,0.435,0.749,10,42,41,7,2,0.171,0.0476,25,95,86,23,4,0.267,0.0421,355,118,7.9,29.1,47.7,22.6,29.8,17.8,30.2,45.9,36.5,8.4,5.1,8.4,40.5,85.7,22.2,0.772,75.1,97.7,113.9,64.0,14.4,12.6,40.7,48.7,Average,3.0,Pull Power,A-,Elevated power plane,48.7,Average,0.996,Good,8.5,56.4,97.8,0.778,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,25.09,14.09,Strong positive regression,Average Pull Power profile. 7.9% barrel rate; 85.7 mph average exit velocity; 30.2% air-ball rate; 45.9% pull-air rate; 8.4% HR-launch rate.,0.0391,0.037,3.99,11,3,23.0,0.48,47.8,Recently homered,669432.0,Trevor Rogers,L,LHB vs LHP,29,29,165.2,4.07,1.18,19,1.03,8.31,2.12,65.9,100.0,0.779,8.5,4-Seam Fastball,L,LHB vs LHP,36.9,55,0.4,0.455,0.7,1.155,3,4,17,0.0545,7.0,0.814,170,0.0059,1.3,0.374,0,0,0,0/0,,,,,0,0,0,49.7,Neutral Matchup,Average,50.0,5,478,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.032,0.964,56.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,36.9,27.3,65.9,64.1,64.4,45.0,51.1,5.75,1.088,0.989,0.985,1.0,0.996,0.996,1.0,13.97,10.24,79.7,29.0,F,Lineup unconfirmed,973.0,3.9,21.5,12.4,41.0,28.0,81.4,93.7,117.3,0.504,19.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,51.46443514644351,246.0,Sweeper,20.711297071129707,99.0,Changeup,14.435146443514645,69.0,Sinker,10.669456066945607,51.0,Cutter,2.719665271966527,13.0,,,,,,,,,
47,2026-09-25,823248,2026-09-26T01:40:00Z,Scheduled,Petco Park,Arizona Diamondbacks @ San Diego Padres,Away,663457,Lars Nootbaar,Arizona Diamondbacks,San Diego Padres,DH,L,No,,87,320,275,66,14,1,7,35,31,42,0,66,0.24,0.339,0.375,0.714,10,40,38,10,1,0.263,0.025,23,79,68,21,3,0.309,0.038,368,95,5.4,31.2,48.8,22.8,28.1,15.2,27.6,43.2,32.5,7.0,4.5,7.0,43.8,85.8,15.1,0.605,70.5,97.6,112.5,30.1,15.6,8.8,50.3,39.3,Below Average,2.5,Pull Power,A,Excellent HR swing plane,39.3,Below Average,0.97,Good,5.3,52.0,97.6,0.669,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,19.31,12.31,Strong positive regression,Below Average Pull Power profile. 5.4% barrel rate; 85.8 mph average exit velocity; 27.6% air-ball rate; 43.2% pull-air rate; 7.0% HR-launch rate.,0.0219,0.0246,4.05,28,7,39.3,0.71,71.3,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,53.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,56.5,39.2,45.0,50.8,5.69,1.101,1.0,1.0,1.0,0.97,0.97,1.0,9.61,7.47,71.2,22.9,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2026-09-25,824947,2026-09-26T01:40:00Z,Scheduled,Sutter Health Park,Houston Astros @ Athletics,Home,661531,Brian Serven,Athletics,Houston Astros,C,R,No,,28,82,78,14,1,0,5,8,14,3,1,21,0.179,0.22,0.385,0.605,5,13,12,0,0,0.0,0.0,11,33,30,4,1,0.133,0.0303,99,41,5.6,22.1,45.6,23.2,31.2,17.8,29.9,53.7,35.1,6.3,2.6,6.3,71.7,83.2,14.5,0.46,68.0,94.3,108.6,5.8,9.3,2.2,54.1,31.6,Weak,2.5,Pull Power,A,Excellent HR swing plane,31.6,Weak,0.948,Good,4.9,66.7,94.0,0.368,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,5.26,0.26,Near expected,Weak Pull Power profile. 5.6% barrel rate; 83.2 mph average exit velocity; 29.9% air-ball rate; 53.7% pull-air rate; 6.3% HR-launch rate.,0.061,0.0438,3.81,26,10,15.6,1.67,166.7,Above normal drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,52.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,48.5,50.0,45.0,50.7,5.67,0.824,1.0,1.0,0.975,0.948,0.925,1.035,15.68,8.76,50.5,25.3,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2026-09-25,823248,2026-09-26T01:40:00Z,Scheduled,Petco Park,Arizona Diamondbacks @ San Diego Padres,Away,571448,Nolan Arenado,Arizona Diamondbacks,San Diego Padres,3B,R,No,,149,586,524,133,24,1,29,77,83,50,8,119,0.254,0.326,0.469,0.795,11,45,43,18,5,0.419,0.1111,24,99,91,30,8,0.33,0.0808,775,125,5.7,24.1,47.9,30.3,21.8,14.6,27.0,58.6,28.8,7.5,4.7,7.5,75.1,82.9,18.1,0.482,69.0,94.7,109.9,13.0,11.5,4.5,57.6,34.5,Weak,2.5,Pull Power,A,Excellent HR swing plane,34.5,Weak,0.957,Good,7.2,59.5,95.5,0.51,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,43.13,14.13,Strong positive regression,Weak Pull Power profile. 5.7% barrel rate; 82.9 mph average exit velocity; 27.0% air-ball rate; 58.6% pull-air rate; 7.5% HR-launch rate.,0.0495,0.0465,4.05,0,0,18.1,0.0,0.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,53.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,56.6,39.2,45.0,50.7,5.67,1.35,1.0,1.0,1.0,0.957,0.957,0.98,17.54,12.38,74.9,32.5,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2026-09-25,824058,2026-09-25T23:40:00Z,Scheduled,Kauffman Stadium,Cleveland Guardians @ Kansas City Royals,Home,695506,Jac Caglianone,Kansas City Royals,Cleveland Guardians,RF,L,No,,140,540,499,141,28,2,23,70,71,33,7,141,0.283,0.335,0.485,0.82,9,30,25,7,0,0.28,0.0,18,67,61,21,1,0.344,0.0149,690,85,6.3,32.1,58.7,18.6,22.7,11.5,27.1,48.4,28.7,4.8,2.6,4.8,39.4,85.1,9.0,0.666,74.5,98.7,115.3,62.5,13.4,16.8,42.3,45.3,Below Average,3.0,Pull Power,C,Low line-drive plane,45.3,Below Average,0.987,Good,3.5,50.0,96.6,0.611,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,38.96,15.96,Strong positive regression,Below Average Pull Power profile. 6.3% barrel rate; 85.1 mph average exit velocity; 27.1% air-ball rate; 48.4% pull-air rate; 4.8% HR-launch rate.,0.0426,0.0407,4.09,55,17,21.7,2.54,253.5,Very long drought,668909.0,Gavin Williams,R,LHB vs RHP,31,31,181.0,3.63,1.08,27,1.34,12.13,2.83,52.6,98.9,0.677,6.9,Sweeper,L,LHB vs RHP,50.5,374,0.3,0.361,0.512,0.873,16,31,92,0.0428,9.1,0.747,434,0.03,5.6,0.61,9,9,1,1/9,0.111,0.111,0.111,0.222,0,0,5,46.7,Neutral Matchup,Average,27.5,5,460,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.005,0.983,59.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.5,38.2,52.6,48.7,50.0,45.0,50.7,5.67,0.758,1.038,1.025,1.0,0.987,0.987,1.06,15.62,9.04,82.4,36.6,D+,Lineup unconfirmed,876.0,5.8,25.8,12.2,38.0,29.9,83.2,95.2,116.0,0.623,27.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,32.608695652173914,150.0,Sweeper,29.130434782608695,134.0,Curveball,24.130434782608695,111.0,Sinker,11.521739130434783,53.0,Cutter,2.608695652173913,12.0,,,,,,,,,
51,2026-09-25,824220,2026-09-25T22:40:00Z,Scheduled,Comerica Park,Pittsburgh Pirates @ Detroit Tigers,Home,680664,Eduardo Valencia,Detroit Tigers,Pittsburgh Pirates,DH,R,No,,39,124,118,40,13,0,6,20,18,3,2,29,0.339,0.366,0.602,0.968,8,29,25,12,0,0.48,0.0,15,52,48,17,0,0.354,0.0,169,70,8.2,28.8,48.3,24.1,27.6,10.3,27.7,53.2,43.2,9.0,5.0,9.0,24.4,84.2,16.9,0.686,71.7,96.5,110.6,29.0,15.4,9.4,57.6,47.5,Below Average,3.0,Pull Power,A,Excellent HR swing plane,47.5,Below Average,0.993,Good,5.7,55.0,96.5,0.674,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,12.27,6.27,Strong positive regression,Below Average Pull Power profile. 8.2% barrel rate; 84.2 mph average exit velocity; 27.7% air-ball rate; 53.2% pull-air rate; 9.0% HR-launch rate.,0.0484,0.0403,4.17,66,21,19.7,3.36,335.6,Very long drought,696149.0,Bubba Chandler,R,RHB vs RHP,30,29,151.1,4.34,1.37,15,0.89,8.21,4.52,75.6,99.7,0.814,11.6,4-Seam Fastball,R,RHB vs RHP,33.9,70,0.369,0.406,0.569,0.975,2,3,9,0.0286,9.8,0.668,287,0.0105,2.4,0.424,0,0,0,0/0,,,,,0,0,0,51.7,Neutral Matchup,Average,50.0,5,446,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.051,0.96,56.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,33.9,25.6,75.6,55.3,50.0,45.0,50.5,5.63,0.758,0.966,0.985,1.08,0.993,1.072,1.06,15.77,9.03,65.0,36.3,D+,Lineup unconfirmed,898.0,3.5,21.9,13.7,38.0,27.8,83.2,94.0,114.8,0.501,15.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,47.98206278026906,214.0,Slider,19.05829596412556,85.0,Sinker,15.695067264573991,70.0,Changeup,8.74439461883408,39.0,Curveball,8.52017937219731,38.0,,,,,,,,,
52,2026-09-25,824706,2026-09-25T22:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Home,575929,Willson Contreras,Boston Red Sox,Chicago Cubs,1B,R,No,,129,533,446,123,21,3,27,68,81,59,24,134,0.276,0.387,0.518,0.905,4,16,12,4,1,0.333,0.0625,8,32,26,5,1,0.192,0.0312,634,35,6.5,27.8,52.5,17.7,29.4,11.2,22.5,58.1,29.2,5.7,3.6,5.7,67.5,83.6,20.5,0.657,74.1,96.3,114.8,60.9,13.3,14.4,47.0,44.7,Below Average,3.0,Pull Power,A-,Elevated power plane,44.7,Below Average,0.985,Good,2.9,66.7,94.7,0.584,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.65,10.65,Strong positive regression,Below Average Pull Power profile. 6.5% barrel rate; 83.6 mph average exit velocity; 22.5% air-ball rate; 58.1% pull-air rate; 5.7% HR-launch rate.,0.0507,0.0472,4.25,3,1,16.5,0.18,18.2,Very recent HR,656849.0,David Peterson,L,RHB vs LHP,31,22,143.1,4.96,1.51,15,0.94,8.23,3.96,64.0,99.9,0.741,9.4,Sinker,R,RHB vs LHP,49.4,144,0.282,0.417,0.564,0.981,8,24,27,0.0556,10.8,0.774,458,0.0197,3.3,0.506,11,11,2,2/11,0.182,0.182,0.273,0.455,0,0,5,49.2,Neutral Matchup,Average,22.8,5,435,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.028,0.963,59.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,49.4,30.0,64.0,45.3,53.6,45.0,50.5,5.62,1.01,0.974,1.025,1.0,0.985,0.985,0.98,18.59,11.33,79.6,33.1,D,Lineup unconfirmed,791.0,3.8,25.9,11.0,40.6,30.0,82.5,95.6,111.7,0.523,15.0,Pitch-level Statcast · last 5 MLB games,Sinker,29.195402298850574,127.0,4-Seam Fastball,25.74712643678161,112.0,Slider,18.160919540229884,79.0,Changeup,14.482758620689655,63.0,Curveball,12.413793103448276,54.0,,,,,,,,,
53,2026-09-25,823248,2026-09-26T01:40:00Z,Scheduled,Petco Park,Arizona Diamondbacks @ San Diego Padres,Away,682998,Corbin Carroll,Arizona Diamondbacks,San Diego Padres,RF,L,No,,153,658,570,137,32,17,22,90,75,73,8,148,0.24,0.331,0.472,0.803,11,46,40,10,2,0.25,0.0435,23,95,85,16,4,0.188,0.0421,786,119,8.4,30.7,46.8,26.6,25.2,15.8,26.1,42.2,26.7,8.7,3.6,8.7,35.4,85.9,20.8,0.638,74.3,97.5,112.7,53.7,12.8,13.8,62.6,45.2,Below Average,3.0,Pull Power,A-,Elevated power plane,45.2,Below Average,0.987,Good,9.2,28.6,97.8,0.684,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,58.09,36.09,Strong positive regression,Below Average Pull Power profile. 8.4% barrel rate; 85.9 mph average exit velocity; 26.1% air-ball rate; 42.2% pull-air rate; 8.7% HR-launch rate.,0.0334,0.0332,4.15,16,5,25.9,0.62,61.8,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,55.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,43.8,39.2,45.0,50.5,5.62,1.116,1.0,1.0,1.0,0.987,0.987,1.0,13.08,9.17,74.6,27.4,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
