Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Total,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Recent Pitch Mix Source,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count,Recent Pitch 8 Name,Recent Pitch 8 Usage %,Recent Pitch 8 Count
54,2026-09-25,823816,2026-09-25T23:10:00Z,Scheduled,loanDepot park,Atlanta Braves @ Miami Marlins,Home,688363,Graham Pauley,Miami Marlins,Atlanta Braves,3B,L,No,,61,150,138,29,9,1,4,15,25,8,1,37,0.21,0.257,0.377,0.634,8,10,9,2,1,0.222,0.1,15,35,30,8,3,0.267,0.0857,208,50,5.9,20.2,66.6,19.1,14.2,13.2,22.2,77.0,28.2,7.2,4.9,7.2,52.2,80.6,22.0,0.501,69.1,92.9,110.6,19.7,13.4,4.8,50.6,33.8,Weak,2.5,Pull Power,A-,Elevated power plane,33.8,Weak,0.955,Good,8.0,88.9,93.6,0.641,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,12.26,8.26,Strong positive regression,Weak Pull Power profile. 5.9% barrel rate; 80.6 mph average exit velocity; 22.2% air-ball rate; 77.0% pull-air rate; 7.2% HR-launch rate.,0.0267,0.029,3.81,7,7,34.5,0.2,20.3,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,52.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,54.6,39.2,45.0,50.5,5.62,1.153,1.0,1.0,0.975,0.955,0.931,0.98,10.62,7.82,55.5,20.3,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2026-09-25,822681,2026-09-25T22:45:00Z,Scheduled,Nationals Park,New York Mets @ Washington Nationals,Home,660688,Keibert Ruiz,Washington Nationals,New York Mets,C,S,No,,103,347,325,92,24,0,10,44,47,16,3,36,0.283,0.32,0.449,0.769,8,22,21,6,0,0.286,0.0,16,46,45,14,2,0.311,0.0435,477,65,4.7,26.9,65.8,17.1,17.1,18.3,33.0,64.2,32.3,7.7,6.0,7.7,51.6,83.2,17.8,0.439,66.0,95.2,108.6,0.6,15.5,0.3,52.6,32.3,Weak,2.5,Pull Power,A,Excellent HR swing plane,32.3,Weak,0.95,Good,4.6,65.2,95.0,0.472,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,24.7,14.7,Strong positive regression,Weak Pull Power profile. 4.7% barrel rate; 83.2 mph average exit velocity; 33.0% air-ball rate; 64.2% pull-air rate; 7.7% HR-launch rate.,0.0288,0.0296,3.99,21,9,32.5,0.65,64.6,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,S,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,51.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,49.8,50.0,45.0,50.5,5.62,0.941,1.0,1.0,1.0,0.95,0.95,1.0,11.31,7.67,70.5,23.9,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2026-09-25,822681,2026-09-25T22:45:00Z,Scheduled,Nationals Park,New York Mets @ Washington Nationals,Away,665742,Juan Soto,New York Mets,Washington Nationals,LF,L,No,,108,467,387,106,11,2,27,61,68,77,0,64,0.274,0.393,0.522,0.915,12,55,47,13,3,0.277,0.0545,24,108,94,23,6,0.245,0.0556,541,120,9.3,33.8,55.9,23.0,20.7,18.6,30.1,50.4,27.2,9.6,5.4,9.6,54.1,86.7,18.4,0.678,70.8,99.2,113.4,29.1,14.9,9.9,68.4,50.0,Average,3.0,Pull Power,A,Excellent HR swing plane,50.0,Average,1.0,Good,10.0,50.0,99.8,0.652,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,45.07,18.07,Strong positive regression,Average Pull Power profile. 9.3% barrel rate; 86.7 mph average exit velocity; 30.1% air-ball rate; 50.4% pull-air rate; 9.6% HR-launch rate.,0.0578,0.0525,4.31,3,1,14.3,0.21,20.9,Very recent HR,674841.0,Andrew Alvarez,L,LHB vs LHP,24,16,108.0,3.17,1.26,5,0.42,8.92,4.0,64.0,100.0,0.715,10.7,Curveball,L,LHB vs LHP,32.5,157,0.266,0.346,0.439,0.785,6,17,24,0.0382,6.3,0.561,118,0.0169,2.9,0.51,4,4,2,2/4,0.5,0.5,1.25,1.75,1,0,1,49.0,Neutral Matchup,Average,60.0,5,445,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.028,0.955,57.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,32.5,27.2,64.0,69.6,50.0,45.0,50.4,5.6,1.019,0.891,0.985,1.03,1.0,1.03,0.98,20.75,11.44,85.0,34.2,D,Lineup unconfirmed,528.0,3.0,24.8,10.2,38.2,27.3,82.3,95.3,116.5,0.498,5.0,Pitch-level Statcast · last 5 MLB games,Curveball,34.60674157303371,154.0,4-Seam Fastball,28.089887640449437,125.0,Slider,14.606741573033707,65.0,Sinker,13.03370786516854,58.0,Changeup,9.662921348314606,43.0,,,,,,,,,
57,2026-09-25,823816,2026-09-25T23:10:00Z,Scheduled,loanDepot park,Atlanta Braves @ Miami Marlins,Home,682663,Agustín Ramírez,Miami Marlins,Atlanta Braves,DH,R,No,,69,243,215,51,10,1,5,30,24,25,2,59,0.237,0.321,0.363,0.684,10,31,30,10,2,0.333,0.0645,21,64,60,15,3,0.25,0.0469,313,89,4.1,26.2,49.6,30.5,19.9,8.9,20.1,46.1,28.3,3.3,1.8,3.3,53.3,82.9,14.2,0.469,74.6,96.0,115.9,53.1,11.2,11.3,54.3,35.4,Below Average,2.5,Pull Power,A,Excellent HR swing plane,35.4,Below Average,0.959,Good,4.5,52.6,96.7,0.528,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,12.01,7.01,Strong positive regression,Below Average Pull Power profile. 4.1% barrel rate; 82.9 mph average exit velocity; 20.1% air-ball rate; 46.1% pull-air rate; 3.3% HR-launch rate.,0.0206,0.0244,3.99,16,5,43.0,0.37,37.2,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,52.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,52.9,39.2,45.0,50.4,5.6,1.35,1.0,1.0,1.0,0.959,0.959,1.0,9.37,8.17,64.5,22.6,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2026-09-25,823491,2026-09-25T20:10:00Z,Scheduled,Yankee Stadium,Baltimore Orioles @ New York Yankees,Away,687637,Dylan Beavers,Baltimore Orioles,New York Yankees,LF,L,No,,102,352,315,72,20,0,7,38,39,33,2,95,0.229,0.305,0.359,0.664,10,43,39,4,0,0.103,0.0,24,95,87,15,1,0.172,0.0105,432,109,4.8,22.3,48.2,25.3,26.2,16.7,30.5,47.5,34.9,6.5,2.9,6.5,29.8,81.3,23.4,0.502,69.6,93.4,109.1,20.4,13.3,5.3,44.3,30.8,Weak,2.0,Pull Power,A-,Elevated power plane,30.8,Weak,0.946,Good,5.5,45.9,92.9,0.463,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,19.47,12.47,Strong positive regression,Weak Pull Power profile. 4.8% barrel rate; 81.3 mph average exit velocity; 30.5% air-ball rate; 47.5% pull-air rate; 6.5% HR-launch rate.,0.0199,0.023,4.05,39,10,45.0,0.87,86.7,Near normal interval,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.0,1.0,49.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,41.8,64.4,45.0,50.3,5.58,0.76,1.0,1.0,1.0,0.946,0.946,1.0,8.98,6.23,74.6,21.2,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2026-09-25,822681,2026-09-25T22:45:00Z,Scheduled,Nationals Park,New York Mets @ Washington Nationals,Home,694673,Abimelec Ortiz,Washington Nationals,New York Mets,1B,L,No,,42,131,124,24,5,0,5,16,13,7,0,34,0.194,0.237,0.355,0.592,7,18,16,2,0,0.125,0.0,19,55,52,9,0,0.173,0.0,202,78,5.1,30.0,50.4,18.7,30.9,13.4,25.7,45.8,33.9,4.3,1.3,4.3,25.0,84.3,23.5,0.49,73.7,97.0,112.2,55.8,16.1,17.8,48.3,40.0,Below Average,2.5,Pull Power,A-,Elevated power plane,40.0,Below Average,0.972,Good,2.6,45.0,95.6,0.39,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,9.46,4.46,Strong positive regression,Below Average Pull Power profile. 5.1% barrel rate; 84.3 mph average exit velocity; 25.7% air-ball rate; 45.8% pull-air rate; 4.3% HR-launch rate.,0.0382,0.0352,3.81,84,28,24.8,3.39,338.7,Very long drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,52.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,40.0,50.0,45.0,50.1,5.55,0.758,1.0,1.0,0.975,0.972,0.948,1.06,12.77,7.48,55.8,27.8,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2026-09-25,824947,2026-09-26T01:40:00Z,Scheduled,Sutter Health Park,Houston Astros @ Athletics,Home,671732,Lawrence Butler,Athletics,Houston Astros,RF,L,No,,151,525,459,108,18,2,17,63,61,60,2,138,0.235,0.325,0.394,0.719,11,47,40,12,3,0.3,0.0638,25,107,94,25,5,0.266,0.0467,679,140,5.1,24.3,48.1,24.1,27.3,10.0,20.0,40.1,32.3,4.1,2.3,4.1,56.4,82.6,17.1,0.625,71.2,94.9,112.1,33.6,8.7,9.9,43.0,32.9,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,32.9,Weak,0.952,Good,5.7,53.8,95.4,0.724,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,29.65,12.65,Strong positive regression,Weak Contact-First Profile profile. 5.1% barrel rate; 82.6 mph average exit velocity; 20.0% air-ball rate; 40.1% pull-air rate; 4.1% HR-launch rate.,0.0324,0.0323,3.99,21,6,27.0,0.78,77.8,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,49.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,53.1,50.0,45.0,50.1,5.53,1.295,1.0,1.0,1.0,0.952,0.952,1.0,12.28,9.78,75.0,27.3,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2026-09-25,823248,2026-09-26T01:40:00Z,Scheduled,Petco Park,Arizona Diamondbacks @ San Diego Padres,Away,606466,Ketel Marte,Arizona Diamondbacks,San Diego Padres,2B,S,No,,138,610,549,137,30,3,22,76,75,50,6,86,0.25,0.316,0.435,0.751,11,49,45,10,0,0.222,0.0,20,91,80,20,1,0.25,0.011,799,128,5.2,28.8,49.7,28.8,21.1,15.7,28.6,46.7,26.3,4.9,3.1,4.9,37.4,84.5,15.1,0.487,73.5,97.5,114.9,44.1,11.1,11.4,53.9,38.4,Below Average,2.5,Pull Power,A,Excellent HR swing plane,38.4,Below Average,0.968,Good,3.1,44.1,96.4,0.394,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,38.64,16.64,Strong positive regression,Below Average Pull Power profile. 5.2% barrel rate; 84.5 mph average exit velocity; 28.6% air-ball rate; 46.7% pull-air rate; 4.9% HR-launch rate.,0.0361,0.0354,4.05,66,16,25.0,2.64,264.5,Very long drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,S,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,54.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,41.8,39.2,45.0,50.0,5.52,0.758,1.0,1.0,1.0,0.968,0.968,1.06,13.58,7.57,74.3,32.0,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2026-09-25,823248,2026-09-26T01:40:00Z,Scheduled,Petco Park,Arizona Diamondbacks @ San Diego Padres,Away,656976,Pavin Smith,Arizona Diamondbacks,San Diego Padres,1B,L,No,,37,113,100,19,3,0,3,11,12,12,0,23,0.19,0.274,0.31,0.584,9,24,22,8,2,0.364,0.0833,9,24,22,8,2,0.364,0.0833,143,24,4.5,26.9,46.7,14.3,39.0,18.0,26.9,45.5,23.7,4.9,3.5,4.9,82.5,84.5,13.8,0.519,67.5,95.6,109.7,7.9,12.8,2.7,57.0,28.2,Weak,2.0,Pull Power,A,Excellent HR swing plane,28.2,Weak,0.939,Good,8.3,57.1,99.9,0.768,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,6.27,3.27,Positive regression,Weak Pull Power profile. 4.5% barrel rate; 84.5 mph average exit velocity; 26.9% air-ball rate; 45.5% pull-air rate; 4.9% HR-launch rate.,0.0265,0.0294,3.87,7,3,33.3,0.21,21.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,48.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,67.9,39.2,45.0,49.9,5.5,1.264,1.0,1.0,0.94,0.939,0.883,0.98,10.89,8.06,52.0,20.2,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2026-09-25,824544,2026-09-25T23:40:00Z,Scheduled,Rate Field,Colorado Rockies @ Chicago White Sox,Home,678246,Miguel Vargas,Chicago White Sox,Colorado Rockies,3B,R,No,,157,695,583,147,31,1,33,104,92,98,7,125,0.252,0.363,0.479,0.842,12,56,45,14,3,0.311,0.0536,26,117,100,26,4,0.26,0.0342,896,147,5.8,24.6,54.5,24.1,21.3,17.5,29.5,57.1,30.8,7.4,5.8,7.4,62.0,83.5,25.5,0.59,71.7,95.0,111.1,39.1,11.2,12.4,62.0,42.4,Below Average,2.5,Pull Power,A-,Elevated power plane,42.4,Below Average,0.979,Good,3.4,58.5,93.4,0.505,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,50.4,17.4,Strong positive regression,Below Average Pull Power profile. 5.8% barrel rate; 83.5 mph average exit velocity; 29.5% air-ball rate; 57.1% pull-air rate; 7.4% HR-launch rate.,0.0475,0.0452,4.09,15,4,17.7,0.85,84.9,Near normal interval,608372.0,Tomoyuki Sugano,R,RHB vs RHP,28,28,147.2,5.36,1.33,31,1.89,5.55,2.19,40.9,99.8,0.586,5.6,Split-Finger,R,RHB vs RHP,46.0,483,0.242,0.35,0.455,0.805,21,63,87,0.0435,6.7,0.603,278,0.036,7.1,0.608,0,0,0,0/0,,,,,0,0,0,45.0,Neutral Matchup,Average,50.0,5,440,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.982,0.998,54.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,46.0,51.4,40.9,43.9,50.0,45.0,49.9,5.5,0.997,1.126,0.985,1.0,0.979,0.979,1.0,17.24,11.22,85.0,33.2,D,Lineup unconfirmed,858.0,7.3,29.6,17.9,44.1,30.7,84.9,97.5,116.7,0.641,31.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,24.772727272727273,109.0,Split-Finger,19.09090909090909,84.0,Sinker,15.227272727272727,67.0,Sweeper,11.818181818181818,52.0,Curveball,11.363636363636363,50.0,Slider,9.318181818181818,41.0,Cutter,8.409090909090908,37.0,,,
64,2026-09-25,824703,2026-09-25T17:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Away,621020,Dansby Swanson,Chicago Cubs,Boston Red Sox,SS,R,No,,124,478,421,91,16,3,19,81,69,50,2,112,0.216,0.3,0.404,0.704,5,20,18,4,1,0.222,0.05,5,20,18,4,1,0.222,0.05,563,27,2.8,25.2,61.8,23.9,13.8,14.8,23.5,68.4,25.9,6.4,5.8,6.4,79.2,83.0,11.8,0.51,70.0,94.9,110.0,12.6,10.0,6.2,49.8,32.2,Weak,2.5,Pull Power,A,Excellent HR swing plane,32.2,Weak,0.95,Good,0.0,100.0,94.4,0.48,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,22.23,3.23,Positive regression,Weak Pull Power profile. 2.8% barrel rate; 83.0 mph average exit velocity; 23.5% air-ball rate; 68.4% pull-air rate; 6.4% HR-launch rate.,0.0397,0.0382,4.05,11,3,22.2,0.5,49.6,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.0,1.0,50.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,42.7,53.6,45.0,49.8,5.48,1.068,1.0,1.0,1.0,0.95,0.95,1.0,14.59,9.8,68.6,26.1,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2026-09-25,823735,2026-09-25T23:40:00Z,Scheduled,American Family Field,St. Louis Cardinals @ Milwaukee Brewers,Away,691023,Jordan Walker,St. Louis Cardinals,Milwaukee Brewers,RF,R,No,,155,655,597,162,33,0,28,94,100,50,4,170,0.271,0.33,0.467,0.797,11,40,35,3,0,0.086,0.0,25,99,91,18,1,0.198,0.0101,764,104,7.5,33.6,41.4,34.2,24.4,11.5,25.4,39.3,24.9,5.7,3.2,5.7,35.3,85.7,12.6,0.615,77.2,99.4,117.2,78.1,12.4,18.1,48.7,45.4,Below Average,3.0,Contact-First Profile,A,Excellent HR swing plane,45.4,Below Average,0.987,Good,6.7,40.9,100.5,0.557,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,48.23,20.23,Strong positive regression,Below Average Contact-First Profile profile. 7.5% barrel rate; 85.7 mph average exit velocity; 25.4% air-ball rate; 39.3% pull-air rate; 5.7% HR-launch rate.,0.0427,0.0411,4.05,70,20,21.3,3.28,328.3,Very long drought,688107.0,Robert Gasser,L,RHB vs LHP,20,19,103.1,4.01,1.24,14,1.22,8.19,2.96,52.4,100.0,0.657,7.9,Sweeper,R,RHB vs LHP,54.1,171,0.291,0.374,0.523,0.897,9,20,38,0.0526,9.4,0.757,308,0.039,5.3,0.567,1,1,0,0/1,0.0,0.0,0.0,0.0,0,0,0,52.2,Neutral Matchup,Average,47.5,5,437,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.005,0.972,57.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,54.1,35.8,52.4,55.2,50.0,45.0,49.7,5.45,0.758,1.019,1.025,1.0,0.987,0.987,1.06,15.63,8.76,84.9,36.1,D+,Lineup unconfirmed,619.0,4.7,20.5,13.4,49.1,31.7,81.5,93.3,114.7,0.529,14.0,Pitch-level Statcast · last 5 MLB games,Sweeper,25.17162471395881,110.0,4-Seam Fastball,21.51029748283753,94.0,Sinker,20.823798627002287,91.0,Cutter,18.993135011441648,83.0,Changeup,12.814645308924485,56.0,Slider,0.6864988558352403,3.0,,,,,,
66,2026-09-25,824706,2026-09-25T22:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Away,664023,Ian Happ,Chicago Cubs,Boston Red Sox,LF,S,No,,153,626,537,119,28,3,24,89,68,80,7,185,0.222,0.33,0.419,0.749,11,38,32,8,1,0.25,0.0263,23,80,68,16,1,0.235,0.0125,759,100,6.3,22.5,50.7,27.5,21.8,13.1,23.6,56.7,31.2,7.4,3.9,7.4,37.7,81.6,18.3,0.565,69.9,93.9,111.3,15.9,10.7,4.0,43.4,34.8,Weak,2.5,Pull Power,A,Excellent HR swing plane,34.8,Weak,0.957,Good,6.0,59.1,93.1,0.496,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,43.4,19.4,Strong positive regression,Weak Pull Power profile. 6.3% barrel rate; 81.6 mph average exit velocity; 23.6% air-ball rate; 56.7% pull-air rate; 7.4% HR-launch rate.,0.0383,0.0373,4.05,18,5,22.4,0.8,80.4,Near normal interval,678394.0,Brayan Bello,R,Switch vs RHP,25,10,112.1,4.49,1.37,12,0.96,7.21,2.8,50.4,99.5,0.631,8.2,Sinker,L,LHB vs RHP,46.0,482,0.243,0.359,0.459,0.818,20,70,136,0.0415,6.7,0.631,275,0.0364,6.6,0.605,6,6,0,0/6,0.0,0.0,0.0,0.0,0,0,1,45.4,Neutral Matchup,Average,35.0,5,378,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.001,0.974,54.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,46.0,41.7,50.4,49.2,53.6,45.0,49.5,5.43,0.836,0.978,1.035,1.0,0.957,0.957,1.0,14.28,8.22,83.4,26.6,F,Lineup unconfirmed,649.0,4.9,27.3,11.7,52.9,27.9,83.3,96.3,113.2,0.556,12.0,Pitch-level Statcast · last 5 MLB games,Sinker,32.27513227513227,122.0,Changeup,23.015873015873016,87.0,Sweeper,17.98941798941799,68.0,4-Seam Fastball,16.93121693121693,64.0,Cutter,9.788359788359788,37.0,,,,,,,,,
