player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_fg_made,model_version
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,0.5,81.54,ELITE,1.889,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,1.0,81.54,ELITE,1.889,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,1.5,53.59,ELITE,1.889,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,2.0,53.59,ELITE,1.889,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,2.5,29.53,ELITE,1.889,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,3.0,29.53,ELITE,1.889,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,3.5,14.2,ELITE,1.889,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,4.0,14.2,ELITE,1.889,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,4.5,6.26,ELITE,1.889,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,5.0,6.26,ELITE,1.889,NFL_FG_MADE_V1
00-0025565,Nick Folk,ATL,DEN,K,2026,PRE,1,5.5,2.54,ELITE,1.889,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,0.5,81.23,ELITE,1.873,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,1.0,81.23,ELITE,1.873,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,1.5,53.16,ELITE,1.873,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,2.0,53.16,ELITE,1.873,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,2.5,29.17,ELITE,1.873,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,3.0,29.17,ELITE,1.873,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,3.5,13.97,ELITE,1.873,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,4.0,13.97,ELITE,1.873,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,4.5,6.1,ELITE,1.873,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,5.0,6.1,ELITE,1.873,NFL_FG_MADE_V1
00-0031136,Chris Boswell,PIT,GB,K,2026,PRE,1,5.5,2.44,ELITE,1.873,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,CLE,K,2026,PRE,1,0.5,70.36,ELITE,1.359,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,CLE,K,2026,PRE,1,1.0,70.36,ELITE,1.359,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,CLE,K,2026,PRE,1,1.5,38.02,ELITE,1.359,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,CLE,K,2026,PRE,1,2.0,38.02,ELITE,1.359,NFL_FG_MADE_V1
00-0031203,Cairo Santos,CHI,CLE,K,2026,PRE,1,2.5,17.11,ELITE,1.359,NFL_FG_MADE_V1
