Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-08-10,822780,2026-08-10T23:07:00Z,Scheduled,Rogers Centre,Boston Red Sox @ Toronto Blue Jays,Away,575929,Willson Contreras,Boston Red Sox,Toronto Blue Jays,1B,R,No,,107,439,368,105,18,2,23,58,70,47,21,112,0.285,0.394,0.533,0.927,9,35,26,7,1,0.269,0.0286,19,75,56,16,3,0.286,0.04,511,73,9.6,29.3,48.3,25.7,25.5,17.0,29.9,51.2,34.0,7.7,3.8,7.7,45.5,84.2,19.1,0.712,75.1,97.7,116.5,67.3,12.1,15.4,46.1,51.8,Average,3.0,Pull Power,A,Excellent HR swing plane,51.8,Average,1.005,Good,9.6,50.0,97.6,0.677,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,40.63,17.63,Strong positive regression,Average Pull Power profile. 9.6% barrel rate; 84.2 mph average exit velocity; 29.9% air-ball rate; 51.2% pull-air rate; 7.7% HR-launch rate.,0.0524,0.048,4.31,18,6,16.0,1.12,112.5,Near normal interval,592791,Jameson Taillon,R,RHB vs RHP,16,16,80.0,5.96,1.39,26,2.93,8.1,3.26,433,8.8,24.7,21.9,48.6,34.6,83.0,95.6,112.4,0.703,26,54.0,99.7,0.641,9.5,4-Seam Fastball,R,RHB vs RHP,62.2,318,0.289,0.387,0.526,0.913,16,29,89,0.0503,8.3,0.698,167,0.0719,8.0,0.662,25,24,5,5/24,0.208,0.24,0.333,0.573,0,1,10,49.5,Neutral Matchup,Average,13.2,5,Pitch-level Statcast · last 5 MLB games,358,4-Seam Fastball,23.18435754189944,83,Changeup,19.83240223463687,71,Sweeper,19.273743016759777,69,Cutter,15.083798882681565,54,Curveball,12.569832402234637,45.0,Sinker,10.05586592178771,36.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.008,1.013,68.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,62.2,60.9,54.0,64.1,50.0,45.0,61.8,9.73,0.881,1.2,0.985,1.03,1.005,1.035,1.0,19.11,14.74,83.0,41.1,D+,Lineup unconfirmed,,,
2,2026-08-10,823918,2026-08-11T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,Kansas City Royals @ Los Angeles Dodgers,Home,660271,Shohei Ohtani,Los Angeles Dodgers,Kansas City Royals,TWP,L,No,,112,496,415,121,22,2,26,73,71,69,5,114,0.292,0.395,0.542,0.937,11,49,42,16,4,0.381,0.0816,21,94,84,25,5,0.298,0.0532,546,101,10.0,32.4,55.5,16.7,26.0,17.5,31.8,47.0,36.6,9.5,5.0,9.5,48.2,85.4,16.6,0.798,72.8,98.5,116.0,42.1,16.0,13.1,46.8,54.2,Average,3.0,Pull Power,A,Excellent HR swing plane,54.2,Average,1.012,Good,9.9,47.1,98.4,0.81,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,46.43,20.43,Strong positive regression,Average Pull Power profile. 10.0% barrel rate; 85.4 mph average exit velocity; 31.8% air-ball rate; 47.0% pull-air rate; 9.5% HR-launch rate.,0.0524,0.0484,4.25,11,3,16.0,0.69,68.9,Recently homered,702070,Noah Cameron,L,LHB vs LHP,22,21,123.2,4.37,1.29,14,1.02,8.44,2.91,673,5.5,25.4,13.8,45.7,32.4,82.5,95.4,115.9,0.563,14,70.0,99.9,0.803,9.4,4-Seam Fastball,L,LHB vs LHP,62.1,158,0.307,0.369,0.593,0.962,11,12,37,0.0696,9.6,0.786,128,0.0312,8.0,0.619,3,2,2,2/2,1.0,1.0,3.5,4.5,1,1,0,64.0,Slight Hitter Advantage,Above average,57.5,5,Pitch-level Statcast · last 5 MLB games,490,Cutter,22.448979591836736,110,Changeup,21.632653061224488,106,4-Seam Fastball,18.979591836734695,93,Curveball,18.775510204081634,92,Slider,14.081632653061224,69.0,Sinker,4.081632653061225,20.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.04,0.98,67.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,62.1,40.3,70.0,63.7,50.0,45.0,58.4,8.07,1.168,0.987,0.985,1.03,1.012,1.042,1.0,19.03,14.6,84.5,39.5,D+,Lineup unconfirmed,,,
3,2026-08-10,823189,2026-08-11T01:45:00Z,Scheduled,Oracle Park,Houston Astros @ San Francisco Giants,Away,670541,Yordan Alvarez,Houston Astros,San Francisco Giants,DH,L,No,,117,517,426,137,24,0,35,79,86,82,6,90,0.322,0.435,0.624,1.059,11,53,42,13,1,0.31,0.0189,22,102,80,28,4,0.35,0.0392,636,106,9.1,32.4,51.0,17.3,31.3,18.7,33.5,47.0,31.9,8.2,5.0,8.2,53.6,86.2,23.7,0.834,74.9,98.8,117.5,57.3,16.0,18.7,42.7,55.2,Average,3.0,Pull Power,A-,Elevated power plane,55.2,Average,1.015,Good,7.5,50.0,98.8,0.752,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,50.18,15.18,Strong positive regression,Average Pull Power profile. 9.1% barrel rate; 86.2 mph average exit velocity; 33.5% air-ball rate; 47.0% pull-air rate; 8.2% HR-launch rate.,0.0677,0.061,4.31,38,10,12.2,3.12,312.2,Very long drought,694918,Blade Tidwell,R,LHB vs RHP,9,1,17.0,3.18,1.18,1,0.53,6.88,2.12,90,4.4,31.1,7.8,55.6,25.6,84.3,96.4,110.1,0.42,1,78.7,100.0,0.925,11.3,Sweeper,L,LHB vs RHP,61.6,378,0.349,0.474,0.678,1.151,26,70,66,0.0688,10.3,0.904,37,0.027,7.5,0.474,0,0,0,0/0,,,,,0,0,0,65.2,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,195,Sweeper,35.8974358974359,70,4-Seam Fastball,32.82051282051282,64,Sinker,13.333333333333334,26,Slider,10.256410256410257,20,Changeup,6.153846153846154,12.0,Curveball,1.5384615384615385,3.0,Unknown,,Unknown,,No,91.0,0.91,1.0,33.8,1.057,0.969,67.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,61.6,35.4,78.7,62.0,33.8,45.0,57.0,7.49,0.793,0.978,1.025,1.08,1.015,1.096,1.06,23.75,13.45,85.0,47.4,C-,Lineup unconfirmed,,,
4,2026-08-10,822780,2026-08-10T23:07:00Z,Scheduled,Rogers Centre,Boston Red Sox @ Toronto Blue Jays,Away,663330,Jahmai Jones,Boston Red Sox,Toronto Blue Jays,DH,R,No,,70,128,116,23,6,0,4,15,12,12,0,42,0.198,0.273,0.353,0.626,7,14,13,7,1,0.538,0.0714,13,23,21,10,2,0.476,0.087,138,23,6.1,33.7,58.0,20.8,18.1,14.1,30.1,72.6,29.8,6.6,5.6,6.6,69.5,85.0,15.1,0.702,71.3,97.4,110.1,30.0,15.8,9.8,53.5,45.0,Below Average,3.0,Pull Power,A,Excellent HR swing plane,45.0,Below Average,0.986,Good,8.7,100.0,98.9,0.886,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,8.67,4.67,Strong positive regression,Below Average Pull Power profile. 6.1% barrel rate; 85.0 mph average exit velocity; 30.1% air-ball rate; 72.6% pull-air rate; 6.6% HR-launch rate.,0.0312,0.0316,3.87,8,5,29.0,0.28,27.6,Very recent HR,592791,Jameson Taillon,R,RHB vs RHP,16,16,80.0,5.96,1.39,26,2.93,8.1,3.26,433,8.8,24.7,21.9,48.6,34.6,83.0,95.6,112.4,0.703,26,47.2,99.7,0.668,4.7,4-Seam Fastball,R,RHB vs RHP,53.0,21,0.095,0.095,0.095,0.19,0,0,9,0.0,0.0,0.387,167,0.0719,8.0,0.662,0,0,0,0/0,,,,,0,0,0,50.4,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,358,4-Seam Fastball,23.18435754189944,83,Changeup,19.83240223463687,71,Sweeper,19.273743016759777,69,Cutter,15.083798882681565,54,Curveball,12.569832402234637,45.0,Sinker,10.05586592178771,36.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.994,1.013,58.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,53.0,60.9,47.2,66.6,50.0,45.0,56.9,7.48,1.24,1.2,0.985,0.975,0.986,0.961,0.98,11.69,11.3,63.0,26.9,F,Lineup unconfirmed,,,
5,2026-08-10,823675,2026-08-10T23:40:00Z,Scheduled,Target Field,Baltimore Orioles @ Minnesota Twins,Away,687952,Christian Encarnacion-Strand,Baltimore Orioles,Minnesota Twins,3B,R,No,,17,60,54,13,3,0,3,5,11,4,1,14,0.241,0.305,0.463,0.768,10,30,27,3,0,0.111,0.0,17,60,54,13,3,0.241,0.05,93,93,10.8,21.5,42.5,25.0,32.5,10.8,22.6,47.6,32.3,8.6,4.3,8.6,30.0,83.1,18.0,0.789,71.0,94.9,111.0,26.9,12.9,6.2,47.7,43.9,Below Average,3.0,Pull Power,A,Excellent HR swing plane,43.9,Below Average,0.983,Good,10.8,47.6,94.9,0.789,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,7.9,4.9,Strong positive regression,Below Average Pull Power profile. 10.8% barrel rate; 83.1 mph average exit velocity; 22.6% air-ball rate; 47.6% pull-air rate; 8.6% HR-launch rate.,0.05,0.038,4.05,34,12,18.0,1.89,188.9,Above normal drought,665152,Dean Kremer,R,RHB vs RHP,8,8,41.0,5.93,1.32,12,2.63,8.78,2.85,226,5.3,21.7,19.9,56.9,31.4,81.0,92.9,108.6,0.614,12,75.0,57.3,0.843,9.9,4-Seam Fastball,R,RHB vs RHP,47.9,34,0.156,0.206,0.219,0.425,0,1,6,0.0,7.1,0.55,68,0.0735,4.4,0.652,2,2,1,1/2,0.5,0.5,0.5,1.0,0,0,0,58.0,Slight Hitter Advantage,Above average,50.9,5,Pitch-level Statcast · last 5 MLB games,430,4-Seam Fastball,26.046511627906977,112,Split-Finger,22.325581395348838,96,Cutter,21.627906976744185,93,Sinker,15.348837209302326,66,Curveball,13.720930232558139,59.0,Slider,0.9302325581395349,4.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.05,0.978,58.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,47.9,41.2,75.0,59.2,50.0,45.0,55.8,7.07,0.914,1.143,0.985,1.0,0.983,0.983,1.035,14.52,10.89,61.1,32.9,D,Small season sample; Lineup unconfirmed,,,
6,2026-08-10,822780,2026-08-10T23:07:00Z,Scheduled,Rogers Centre,Boston Red Sox @ Toronto Blue Jays,Away,677800,Wilyer Abreu,Boston Red Sox,Toronto Blue Jays,RF,L,No,,114,496,435,111,23,3,20,64,63,50,2,102,0.255,0.33,0.46,0.79,11,50,41,12,5,0.293,0.1,23,100,86,19,9,0.221,0.09,677,123,7.8,27.0,39.0,28.7,32.2,20.1,30.4,34.1,32.2,9.3,6.3,9.3,54.5,82.8,24.5,0.702,72.3,95.6,111.9,35.1,13.3,11.7,45.6,40.0,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,40.0,Below Average,0.972,Good,9.8,28.2,96.6,0.822,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,43.75,23.75,Strong positive regression,Below Average Contact-First Profile profile. 7.8% barrel rate; 82.8 mph average exit velocity; 30.4% air-ball rate; 34.1% pull-air rate; 9.3% HR-launch rate.,0.0403,0.0387,4.05,9,3,21.8,0.41,41.4,Recently homered,592791,Jameson Taillon,R,LHB vs RHP,16,16,80.0,5.96,1.39,26,2.93,8.1,3.26,433,8.8,24.7,21.9,48.6,34.6,83.0,95.6,112.4,0.703,26,51.2,99.7,0.648,7.7,4-Seam Fastball,L,LHB vs RHP,61.4,340,0.224,0.292,0.429,0.721,15,31,78,0.0441,7.2,0.664,180,0.0778,9.5,0.744,0,0,0,0/0,,,,,0,0,0,55.5,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,358,4-Seam Fastball,23.18435754189944,83,Changeup,19.83240223463687,71,Sweeper,19.273743016759777,69,Cutter,15.083798882681565,54,Curveball,12.569832402234637,45.0,Sinker,10.05586592178771,36.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.002,1.013,53.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,61.4,60.9,51.2,42.1,50.0,45.0,53.7,6.42,1.35,1.2,1.025,1.0,0.972,0.972,1.0,14.77,14.02,85.0,36.4,D+,Lineup unconfirmed,,,
7,2026-08-10,825048,2026-08-11T01:40:00Z,Scheduled,Chase Field,Colorado Rockies @ Arizona Diamondbacks,Away,696100,Hunter Goodman,Colorado Rockies,Arizona Diamondbacks,C,R,No,,108,449,405,103,16,0,34,67,69,37,4,151,0.254,0.321,0.546,0.867,10,41,39,8,3,0.205,0.0732,19,77,71,19,7,0.268,0.0909,530,79,8.2,27.9,47.5,30.8,21.2,19.2,29.2,50.5,26.5,7.3,4.6,7.3,82.7,83.2,23.4,0.729,73.6,96.0,113.7,45.7,12.2,10.3,63.0,46.1,Below Average,3.0,Pull Power,A-,Elevated power plane,46.1,Below Average,0.989,Good,7.6,44.0,94.3,0.722,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,36.47,2.47,Positive regression,Below Average Pull Power profile. 8.2% barrel rate; 83.2 mph average exit velocity; 29.2% air-ball rate; 50.5% pull-air rate; 7.3% HR-launch rate.,0.0757,0.0665,4.15,0,0,11.9,0.0,0.0,Very recent HR,647336,Michael Soroka,R,RHB vs RHP,15,15,82.0,3.07,1.09,6,0.66,8.67,1.87,470,5.5,20.4,13.8,45.5,31.9,81.4,93.2,115.5,0.548,6,64.0,67.4,0.741,9.4,4-Seam Fastball,R,RHB vs RHP,53.8,301,0.24,0.299,0.549,0.848,25,20,98,0.0831,8.6,0.725,131,0.0153,6.8,0.454,1,1,0,0/1,0.0,0.0,0.0,0.0,0,0,1,56.1,Neutral Matchup,Average,47.5,5,Pitch-level Statcast · last 5 MLB games,385,4-Seam Fastball,31.948051948051948,123,Slurve,31.68831168831169,122,Changeup,15.324675324675324,59,Cutter,9.61038961038961,37,Sinker,9.61038961038961,37.0,Sweeper,1.8181818181818181,7.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.028,0.98,61.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,53.8,37.2,64.0,47.6,50.0,45.0,52.9,6.18,1.088,0.93,0.985,1.03,0.989,1.019,0.98,24.84,14.61,83.2,38.3,D+,Lineup unconfirmed,,,
8,2026-08-10,823018,2026-08-10T23:45:00Z,Scheduled,Busch Stadium,Philadelphia Phillies @ St. Louis Cardinals,Away,656941,Kyle Schwarber,Philadelphia Phillies,St. Louis Cardinals,DH,L,No,,113,503,417,103,13,1,35,68,68,76,6,173,0.247,0.369,0.535,0.904,10,46,32,6,2,0.188,0.0435,21,94,72,16,3,0.222,0.0319,557,90,7.2,29.4,58.4,19.1,22.2,12.2,26.4,52.5,30.0,6.9,4.2,6.9,56.5,85.1,19.8,0.711,74.3,97.3,113.1,64.7,13.8,14.7,61.8,48.5,Average,3.0,Pull Power,A,Excellent HR swing plane,48.5,Average,0.996,Good,2.2,43.5,94.8,0.493,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,36.36,1.36,Near expected,Average Pull Power profile. 7.2% barrel rate; 85.1 mph average exit velocity; 26.4% air-ball rate; 52.5% pull-air rate; 6.9% HR-launch rate.,0.0696,0.0623,4.23,0,0,11.9,0.0,0.0,Very recent HR,690928,Hunter Dobbins,R,LHB vs RHP,8,5,40.0,3.6,1.3,6,1.35,8.1,3.15,233,4.7,24.0,12.9,61.4,31.8,83.8,95.0,109.8,0.479,6,66.9,100.0,0.76,10.0,4-Seam Fastball,L,LHB vs RHP,56.2,312,0.221,0.344,0.492,0.836,21,48,117,0.0673,10.7,0.827,91,0.022,4.7,0.492,0,0,0,0/0,,,,,0,0,0,58.7,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,443,4-Seam Fastball,31.151241534988714,138,Sweeper,17.381489841986458,77,Slider,16.478555304740407,73,Sinker,13.769751693002258,61,Split-Finger,12.415349887133182,55.0,Curveball,8.803611738148984,39.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.034,0.972,62.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.2,36.8,66.9,36.1,50.0,45.0,52.8,6.17,0.846,1.023,1.025,1.03,0.996,1.026,0.98,23.84,13.1,84.5,36.6,D+,Lineup unconfirmed,,,
9,2026-08-10,823675,2026-08-10T23:40:00Z,Scheduled,Target Field,Baltimore Orioles @ Minnesota Twins,Away,691723,Coby Mayo,Baltimore Orioles,Minnesota Twins,3B,R,No,,92,298,273,58,10,3,15,39,42,21,3,99,0.212,0.275,0.436,0.711,10,31,29,9,1,0.31,0.0323,19,52,50,15,3,0.3,0.0577,353,50,9.9,34.3,53.7,27.8,18.5,19.6,30.6,55.8,36.0,9.9,4.7,9.9,49.0,86.1,21.1,0.739,73.9,99.5,114.5,54.4,18.7,14.7,47.5,57.5,Average,3.5,Pull Power,A-,Elevated power plane,57.5,Average,1.021,Good,12.0,52.6,99.6,0.882,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,31.11,16.11,Strong positive regression,Average Pull Power profile. 9.9% barrel rate; 86.1 mph average exit velocity; 30.6% air-ball rate; 55.8% pull-air rate; 9.9% HR-launch rate.,0.0503,0.0451,3.99,10,4,18.2,0.55,54.9,Recently homered,665152,Dean Kremer,R,RHB vs RHP,8,8,41.0,5.93,1.32,12,2.63,8.78,2.85,226,5.3,21.7,19.9,56.9,31.4,81.0,92.9,108.6,0.614,12,38.8,99.7,0.573,5.3,Split-Finger,R,RHB vs RHP,40.9,191,0.17,0.23,0.284,0.514,4,12,70,0.0209,6.8,0.5,68,0.0735,4.4,0.652,0,0,0,0/0,,,,,0,0,0,42.0,Slight Pitcher Advantage,Below average,50.0,5,Pitch-level Statcast · last 5 MLB games,430,4-Seam Fastball,26.046511627906977,112,Split-Finger,22.325581395348838,96,Cutter,21.627906976744185,93,Sinker,15.348837209302326,66,Curveball,13.720930232558139,59.0,Slider,0.9302325581395349,4.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.978,0.978,63.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,40.9,41.2,38.8,75.4,50.0,45.0,52.8,6.17,0.988,1.143,0.985,1.0,1.021,1.021,1.0,16.81,11.56,77.4,30.2,D,Lineup unconfirmed,,,
10,2026-08-10,823918,2026-08-11T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,Kansas City Royals @ Los Angeles Dodgers,Home,571970,Max Muncy,Los Angeles Dodgers,Kansas City Royals,3B,L,No,,108,406,355,88,16,1,22,62,52,48,3,104,0.248,0.342,0.485,0.827,11,39,35,6,2,0.171,0.0513,20,73,64,12,5,0.188,0.0685,491,94,8.3,26.7,62.8,15.5,21.8,16.4,24.7,58.9,26.7,9.2,6.0,9.2,58.3,83.5,19.4,0.641,69.5,95.7,110.0,15.7,13.6,3.8,46.0,39.8,Below Average,2.5,Pull Power,A,Excellent HR swing plane,39.8,Below Average,0.971,Good,7.4,57.9,94.7,0.607,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,36.37,14.37,Strong positive regression,Below Average Pull Power profile. 8.3% barrel rate; 83.5 mph average exit velocity; 24.7% air-ball rate; 58.9% pull-air rate; 9.2% HR-launch rate.,0.0542,0.0491,4.09,7,3,16.1,0.43,43.4,Recently homered,702070,Noah Cameron,L,LHB vs LHP,22,21,123.2,4.37,1.29,14,1.02,8.44,2.91,673,5.5,25.4,13.8,45.7,32.4,82.5,95.4,115.9,0.563,14,61.8,99.9,0.72,9.4,4-Seam Fastball,L,LHB vs LHP,52.1,94,0.259,0.33,0.518,0.847,6,7,27,0.0638,6.8,0.617,128,0.0312,8.0,0.619,2,2,1,1/2,0.5,0.5,2.0,2.5,1,0,0,56.1,Neutral Matchup,Average,55.0,5,Pitch-level Statcast · last 5 MLB games,490,Cutter,22.448979591836736,110,Changeup,21.632653061224488,106,4-Seam Fastball,18.979591836734695,93,Curveball,18.775510204081634,92,Slider,14.081632653061224,69.0,Sinker,4.081632653061225,20.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.024,0.98,58.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,52.1,40.3,61.8,55.5,50.0,45.0,52.8,6.17,1.081,0.987,0.985,1.0,0.971,0.971,1.0,18.62,11.96,82.8,33.4,D,Lineup unconfirmed,,,
