player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_rush_rec_td,model_version
00-0039747,Ainias Smith,CAR,ARI,WR,2026,PRE,0,0.5,13.75,ELITE,0.163,NFL_RUSH_REC_TD_V1
00-0039747,Ainias Smith,CAR,ARI,WR,2026,PRE,0,1.0,13.75,ELITE,0.163,NFL_RUSH_REC_TD_V1
00-0039747,Ainias Smith,CAR,ARI,WR,2026,PRE,0,1.5,2.19,ELITE,0.163,NFL_RUSH_REC_TD_V1
00-0039747,Ainias Smith,CAR,ARI,WR,2026,PRE,0,2.0,2.19,ELITE,0.163,NFL_RUSH_REC_TD_V1
00-0039747,Ainias Smith,CAR,ARI,WR,2026,PRE,0,2.5,0.33,LOW,0.163,NFL_RUSH_REC_TD_V1
00-0039747,Ainias Smith,CAR,ARI,WR,2026,PRE,0,3.0,0.33,LOW,0.163,NFL_RUSH_REC_TD_V1
00-0039747,Ainias Smith,CAR,ARI,WR,2026,PRE,0,3.5,0.04,VERY LOW,0.163,NFL_RUSH_REC_TD_V1
00-0040124,Tetairoa McMillan,CAR,ARI,WR,2026,PRE,0,0.5,21.42,ELITE,0.283,NFL_RUSH_REC_TD_V1
00-0040124,Tetairoa McMillan,CAR,ARI,WR,2026,PRE,0,1.0,21.42,ELITE,0.283,NFL_RUSH_REC_TD_V1
00-0040124,Tetairoa McMillan,CAR,ARI,WR,2026,PRE,0,1.5,5.1,ELITE,0.283,NFL_RUSH_REC_TD_V1
00-0040124,Tetairoa McMillan,CAR,ARI,WR,2026,PRE,0,2.0,5.1,ELITE,0.283,NFL_RUSH_REC_TD_V1
00-0040124,Tetairoa McMillan,CAR,ARI,WR,2026,PRE,0,2.5,1.34,ELITE,0.283,NFL_RUSH_REC_TD_V1
00-0040124,Tetairoa McMillan,CAR,ARI,WR,2026,PRE,0,3.0,1.34,ELITE,0.283,NFL_RUSH_REC_TD_V1
00-0040124,Tetairoa McMillan,CAR,ARI,WR,2026,PRE,0,3.5,0.35,LOW,0.283,NFL_RUSH_REC_TD_V1
00-0040187,Mitchell Evans,CAR,ARI,TE,2026,PRE,0,0.5,4.81,ELITE,0.051,NFL_RUSH_REC_TD_V1
00-0040187,Mitchell Evans,CAR,ARI,TE,2026,PRE,0,1.0,4.81,ELITE,0.051,NFL_RUSH_REC_TD_V1
00-0040187,Mitchell Evans,CAR,ARI,TE,2026,PRE,0,1.5,0.28,LOW,0.051,NFL_RUSH_REC_TD_V1
00-0040187,Mitchell Evans,CAR,ARI,TE,2026,PRE,0,2.0,0.28,LOW,0.051,NFL_RUSH_REC_TD_V1
00-0040187,Mitchell Evans,CAR,ARI,TE,2026,PRE,0,2.5,0.01,VERY LOW,0.051,NFL_RUSH_REC_TD_V1
00-0040187,Mitchell Evans,CAR,ARI,TE,2026,PRE,0,3.0,0.01,VERY LOW,0.051,NFL_RUSH_REC_TD_V1
00-0040187,Mitchell Evans,CAR,ARI,TE,2026,PRE,0,3.5,0.0,VERY LOW,0.051,NFL_RUSH_REC_TD_V1
00-0040218,Jimmy Horn Jr.,CAR,ARI,WR,2026,PRE,0,0.5,2.39,ELITE,0.025,NFL_RUSH_REC_TD_V1
00-0040218,Jimmy Horn Jr.,CAR,ARI,WR,2026,PRE,0,1.0,2.39,ELITE,0.025,NFL_RUSH_REC_TD_V1
00-0040218,Jimmy Horn Jr.,CAR,ARI,WR,2026,PRE,0,1.5,0.07,VERY LOW,0.025,NFL_RUSH_REC_TD_V1
00-0040218,Jimmy Horn Jr.,CAR,ARI,WR,2026,PRE,0,2.0,0.07,VERY LOW,0.025,NFL_RUSH_REC_TD_V1
00-0040218,Jimmy Horn Jr.,CAR,ARI,WR,2026,PRE,0,2.5,0.0,VERY LOW,0.025,NFL_RUSH_REC_TD_V1
00-0040218,Jimmy Horn Jr.,CAR,ARI,WR,2026,PRE,0,3.0,0.0,VERY LOW,0.025,NFL_RUSH_REC_TD_V1
00-0040218,Jimmy Horn Jr.,CAR,ARI,WR,2026,PRE,0,3.5,0.0,VERY LOW,0.025,NFL_RUSH_REC_TD_V1
00-0040265,Ja'Seem Reed,CAR,ARI,WR,2026,PRE,0,0.5,13.02,ELITE,0.153,NFL_RUSH_REC_TD_V1
00-0040265,Ja'Seem Reed,CAR,ARI,WR,2026,PRE,0,1.0,13.02,ELITE,0.153,NFL_RUSH_REC_TD_V1
00-0040265,Ja'Seem Reed,CAR,ARI,WR,2026,PRE,0,1.5,1.96,ELITE,0.153,NFL_RUSH_REC_TD_V1
00-0040265,Ja'Seem Reed,CAR,ARI,WR,2026,PRE,0,2.0,1.96,ELITE,0.153,NFL_RUSH_REC_TD_V1
00-0040265,Ja'Seem Reed,CAR,ARI,WR,2026,PRE,0,2.5,0.29,LOW,0.153,NFL_RUSH_REC_TD_V1
00-0040265,Ja'Seem Reed,CAR,ARI,WR,2026,PRE,0,3.0,0.29,LOW,0.153,NFL_RUSH_REC_TD_V1
00-0040265,Ja'Seem Reed,CAR,ARI,WR,2026,PRE,0,3.5,0.05,VERY LOW,0.153,NFL_RUSH_REC_TD_V1
00-0040292,Bryce Pierre,CAR,ARI,TE,2026,PRE,0,0.5,13.14,ELITE,0.155,NFL_RUSH_REC_TD_V1
00-0040292,Bryce Pierre,CAR,ARI,TE,2026,PRE,0,1.0,13.14,ELITE,0.155,NFL_RUSH_REC_TD_V1
00-0040292,Bryce Pierre,CAR,ARI,TE,2026,PRE,0,1.5,2.03,ELITE,0.155,NFL_RUSH_REC_TD_V1
00-0040292,Bryce Pierre,CAR,ARI,TE,2026,PRE,0,2.0,2.03,ELITE,0.155,NFL_RUSH_REC_TD_V1
00-0040292,Bryce Pierre,CAR,ARI,TE,2026,PRE,0,2.5,0.3,LOW,0.155,NFL_RUSH_REC_TD_V1
00-0040292,Bryce Pierre,CAR,ARI,TE,2026,PRE,0,3.0,0.3,LOW,0.155,NFL_RUSH_REC_TD_V1
00-0040292,Bryce Pierre,CAR,ARI,TE,2026,PRE,0,3.5,0.04,VERY LOW,0.155,NFL_RUSH_REC_TD_V1
00-0040394,Anthony Tyus III,CAR,ARI,RB,2026,PRE,0,0.5,13.41,ELITE,0.157,NFL_RUSH_REC_TD_V1
00-0040394,Anthony Tyus III,CAR,ARI,RB,2026,PRE,0,1.0,13.41,ELITE,0.157,NFL_RUSH_REC_TD_V1
00-0040394,Anthony Tyus III,CAR,ARI,RB,2026,PRE,0,1.5,1.95,ELITE,0.157,NFL_RUSH_REC_TD_V1
00-0040394,Anthony Tyus III,CAR,ARI,RB,2026,PRE,0,2.0,1.95,ELITE,0.157,NFL_RUSH_REC_TD_V1
00-0040394,Anthony Tyus III,CAR,ARI,RB,2026,PRE,0,2.5,0.31,LOW,0.157,NFL_RUSH_REC_TD_V1
00-0040394,Anthony Tyus III,CAR,ARI,RB,2026,PRE,0,3.0,0.31,LOW,0.157,NFL_RUSH_REC_TD_V1
00-0040394,Anthony Tyus III,CAR,ARI,RB,2026,PRE,0,3.5,0.06,VERY LOW,0.157,NFL_RUSH_REC_TD_V1
00-0040644,Trevor Etienne,CAR,ARI,RB,2026,PRE,0,0.5,4.58,ELITE,0.049,NFL_RUSH_REC_TD_V1
00-0040644,Trevor Etienne,CAR,ARI,RB,2026,PRE,0,1.0,4.58,ELITE,0.049,NFL_RUSH_REC_TD_V1
00-0040644,Trevor Etienne,CAR,ARI,RB,2026,PRE,0,1.5,0.26,LOW,0.049,NFL_RUSH_REC_TD_V1
00-0040644,Trevor Etienne,CAR,ARI,RB,2026,PRE,0,2.0,0.26,LOW,0.049,NFL_RUSH_REC_TD_V1
00-0040644,Trevor Etienne,CAR,ARI,RB,2026,PRE,0,2.5,0.01,VERY LOW,0.049,NFL_RUSH_REC_TD_V1
00-0040644,Trevor Etienne,CAR,ARI,RB,2026,PRE,0,3.0,0.01,VERY LOW,0.049,NFL_RUSH_REC_TD_V1
00-0040644,Trevor Etienne,CAR,ARI,RB,2026,PRE,0,3.5,0.0,VERY LOW,0.049,NFL_RUSH_REC_TD_V1
00-0041047,Chris Brazzell,CAR,ARI,WR,2026,PRE,0,0.5,13.07,ELITE,0.154,NFL_RUSH_REC_TD_V1
00-0041047,Chris Brazzell,CAR,ARI,WR,2026,PRE,0,1.0,13.07,ELITE,0.154,NFL_RUSH_REC_TD_V1
00-0041047,Chris Brazzell,CAR,ARI,WR,2026,PRE,0,1.5,1.97,ELITE,0.154,NFL_RUSH_REC_TD_V1
00-0041047,Chris Brazzell,CAR,ARI,WR,2026,PRE,0,2.0,1.97,ELITE,0.154,NFL_RUSH_REC_TD_V1
00-0041047,Chris Brazzell,CAR,ARI,WR,2026,PRE,0,2.5,0.34,LOW,0.154,NFL_RUSH_REC_TD_V1
00-0041047,Chris Brazzell,CAR,ARI,WR,2026,PRE,0,3.0,0.34,LOW,0.154,NFL_RUSH_REC_TD_V1
00-0041047,Chris Brazzell,CAR,ARI,WR,2026,PRE,0,3.5,0.06,VERY LOW,0.154,NFL_RUSH_REC_TD_V1
00-0041149,Haynes King,CAR,ARI,QB,2026,PRE,0,0.5,12.24,ELITE,0.143,NFL_RUSH_REC_TD_V1
00-0041149,Haynes King,CAR,ARI,QB,2026,PRE,0,1.0,12.24,ELITE,0.143,NFL_RUSH_REC_TD_V1
00-0041149,Haynes King,CAR,ARI,QB,2026,PRE,0,1.5,1.73,ELITE,0.143,NFL_RUSH_REC_TD_V1
00-0041149,Haynes King,CAR,ARI,QB,2026,PRE,0,2.0,1.73,ELITE,0.143,NFL_RUSH_REC_TD_V1
00-0041149,Haynes King,CAR,ARI,QB,2026,PRE,0,2.5,0.25,LOW,0.143,NFL_RUSH_REC_TD_V1
00-0041149,Haynes King,CAR,ARI,QB,2026,PRE,0,3.0,0.25,LOW,0.143,NFL_RUSH_REC_TD_V1
00-0041149,Haynes King,CAR,ARI,QB,2026,PRE,0,3.5,0.04,VERY LOW,0.143,NFL_RUSH_REC_TD_V1
00-0041152,Kobe Prentice,CAR,ARI,WR,2026,PRE,0,0.5,12.86,ELITE,0.152,NFL_RUSH_REC_TD_V1
00-0041152,Kobe Prentice,CAR,ARI,WR,2026,PRE,0,1.0,12.86,ELITE,0.152,NFL_RUSH_REC_TD_V1
00-0041152,Kobe Prentice,CAR,ARI,WR,2026,PRE,0,1.5,1.96,ELITE,0.152,NFL_RUSH_REC_TD_V1
00-0041152,Kobe Prentice,CAR,ARI,WR,2026,PRE,0,2.0,1.96,ELITE,0.152,NFL_RUSH_REC_TD_V1
00-0041152,Kobe Prentice,CAR,ARI,WR,2026,PRE,0,2.5,0.29,LOW,0.152,NFL_RUSH_REC_TD_V1
00-0041152,Kobe Prentice,CAR,ARI,WR,2026,PRE,0,3.0,0.29,LOW,0.152,NFL_RUSH_REC_TD_V1
00-0041152,Kobe Prentice,CAR,ARI,WR,2026,PRE,0,3.5,0.04,VERY LOW,0.152,NFL_RUSH_REC_TD_V1
00-0041485,Miles Davis,CAR,ARI,RB,2026,PRE,0,0.5,13.32,ELITE,0.157,NFL_RUSH_REC_TD_V1
00-0041485,Miles Davis,CAR,ARI,RB,2026,PRE,0,1.0,13.32,ELITE,0.157,NFL_RUSH_REC_TD_V1
00-0041485,Miles Davis,CAR,ARI,RB,2026,PRE,0,1.5,1.98,ELITE,0.157,NFL_RUSH_REC_TD_V1
00-0041485,Miles Davis,CAR,ARI,RB,2026,PRE,0,2.0,1.98,ELITE,0.157,NFL_RUSH_REC_TD_V1
00-0041485,Miles Davis,CAR,ARI,RB,2026,PRE,0,2.5,0.3,LOW,0.157,NFL_RUSH_REC_TD_V1
00-0041485,Miles Davis,CAR,ARI,RB,2026,PRE,0,3.0,0.3,LOW,0.157,NFL_RUSH_REC_TD_V1
00-0041485,Miles Davis,CAR,ARI,RB,2026,PRE,0,3.5,0.06,VERY LOW,0.157,NFL_RUSH_REC_TD_V1
00-0041542,Malick Meiga,CAR,ARI,WR,2026,PRE,0,0.5,13.22,ELITE,0.157,NFL_RUSH_REC_TD_V1
