player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_rush_rec_td,model_version
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,0.5,10.57,ELITE,0.12,NFL_RUSH_REC_TD_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,1.0,10.57,ELITE,0.12,NFL_RUSH_REC_TD_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,1.5,1.28,ELITE,0.12,NFL_RUSH_REC_TD_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,2.0,1.28,ELITE,0.12,NFL_RUSH_REC_TD_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,2.5,0.16,VERY LOW,0.12,NFL_RUSH_REC_TD_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,3.0,0.16,VERY LOW,0.12,NFL_RUSH_REC_TD_V1
00-0033589,David Moore,CAR,ARI,WR,2026,PRE,0,3.5,0.03,VERY LOW,0.12,NFL_RUSH_REC_TD_V1
00-0035251,Will Grier,CAR,ARI,QB,2026,PRE,0,0.5,9.7,ELITE,0.11,NFL_RUSH_REC_TD_V1
00-0035251,Will Grier,CAR,ARI,QB,2026,PRE,0,1.0,9.7,ELITE,0.11,NFL_RUSH_REC_TD_V1
00-0035251,Will Grier,CAR,ARI,QB,2026,PRE,0,1.5,1.13,ELITE,0.11,NFL_RUSH_REC_TD_V1
00-0035251,Will Grier,CAR,ARI,QB,2026,PRE,0,2.0,1.13,ELITE,0.11,NFL_RUSH_REC_TD_V1
00-0035251,Will Grier,CAR,ARI,QB,2026,PRE,0,2.5,0.15,VERY LOW,0.11,NFL_RUSH_REC_TD_V1
00-0035251,Will Grier,CAR,ARI,QB,2026,PRE,0,3.0,0.15,VERY LOW,0.11,NFL_RUSH_REC_TD_V1
00-0035251,Will Grier,CAR,ARI,QB,2026,PRE,0,3.5,0.01,VERY LOW,0.11,NFL_RUSH_REC_TD_V1
00-0035976,Dan Chisena,CAR,ARI,WR,2026,PRE,0,0.5,7.22,ELITE,0.079,NFL_RUSH_REC_TD_V1
00-0035976,Dan Chisena,CAR,ARI,WR,2026,PRE,0,1.0,7.22,ELITE,0.079,NFL_RUSH_REC_TD_V1
00-0035976,Dan Chisena,CAR,ARI,WR,2026,PRE,0,1.5,0.62,SOLID,0.079,NFL_RUSH_REC_TD_V1
00-0035976,Dan Chisena,CAR,ARI,WR,2026,PRE,0,2.0,0.62,SOLID,0.079,NFL_RUSH_REC_TD_V1
00-0035976,Dan Chisena,CAR,ARI,WR,2026,PRE,0,2.5,0.06,VERY LOW,0.079,NFL_RUSH_REC_TD_V1
00-0035976,Dan Chisena,CAR,ARI,WR,2026,PRE,0,3.0,0.06,VERY LOW,0.079,NFL_RUSH_REC_TD_V1
00-0035976,Dan Chisena,CAR,ARI,WR,2026,PRE,0,3.5,0.01,VERY LOW,0.079,NFL_RUSH_REC_TD_V1
00-0036265,AJ Dillon,CAR,ARI,RB,2026,PRE,0,0.5,1.49,ELITE,0.015,NFL_RUSH_REC_TD_V1
00-0036265,AJ Dillon,CAR,ARI,RB,2026,PRE,0,1.0,1.49,ELITE,0.015,NFL_RUSH_REC_TD_V1
00-0036265,AJ Dillon,CAR,ARI,RB,2026,PRE,0,1.5,0.03,VERY LOW,0.015,NFL_RUSH_REC_TD_V1
00-0036265,AJ Dillon,CAR,ARI,RB,2026,PRE,0,2.0,0.03,VERY LOW,0.015,NFL_RUSH_REC_TD_V1
00-0036265,AJ Dillon,CAR,ARI,RB,2026,PRE,0,2.5,0.0,VERY LOW,0.015,NFL_RUSH_REC_TD_V1
00-0036265,AJ Dillon,CAR,ARI,RB,2026,PRE,0,3.0,0.0,VERY LOW,0.015,NFL_RUSH_REC_TD_V1
00-0036265,AJ Dillon,CAR,ARI,RB,2026,PRE,0,3.5,0.0,VERY LOW,0.015,NFL_RUSH_REC_TD_V1
00-0036555,Chuba Hubbard,CAR,ARI,RB,2026,PRE,0,0.5,12.33,ELITE,0.144,NFL_RUSH_REC_TD_V1
00-0036555,Chuba Hubbard,CAR,ARI,RB,2026,PRE,0,1.0,12.33,ELITE,0.144,NFL_RUSH_REC_TD_V1
00-0036555,Chuba Hubbard,CAR,ARI,RB,2026,PRE,0,1.5,1.77,ELITE,0.144,NFL_RUSH_REC_TD_V1
00-0036555,Chuba Hubbard,CAR,ARI,RB,2026,PRE,0,2.0,1.77,ELITE,0.144,NFL_RUSH_REC_TD_V1
00-0036555,Chuba Hubbard,CAR,ARI,RB,2026,PRE,0,2.5,0.27,LOW,0.144,NFL_RUSH_REC_TD_V1
00-0036555,Chuba Hubbard,CAR,ARI,RB,2026,PRE,0,3.0,0.27,LOW,0.144,NFL_RUSH_REC_TD_V1
00-0036555,Chuba Hubbard,CAR,ARI,RB,2026,PRE,0,3.5,0.03,VERY LOW,0.144,NFL_RUSH_REC_TD_V1
00-0036825,Feleipe Franks,CAR,ARI,TE,2026,PRE,0,0.5,5.85,ELITE,0.063,NFL_RUSH_REC_TD_V1
00-0036825,Feleipe Franks,CAR,ARI,TE,2026,PRE,0,1.0,5.85,ELITE,0.063,NFL_RUSH_REC_TD_V1
00-0036825,Feleipe Franks,CAR,ARI,TE,2026,PRE,0,1.5,0.4,COIN FLIP,0.063,NFL_RUSH_REC_TD_V1
00-0036825,Feleipe Franks,CAR,ARI,TE,2026,PRE,0,2.0,0.4,COIN FLIP,0.063,NFL_RUSH_REC_TD_V1
00-0036825,Feleipe Franks,CAR,ARI,TE,2026,PRE,0,2.5,0.02,VERY LOW,0.063,NFL_RUSH_REC_TD_V1
00-0036825,Feleipe Franks,CAR,ARI,TE,2026,PRE,0,3.0,0.02,VERY LOW,0.063,NFL_RUSH_REC_TD_V1
00-0036825,Feleipe Franks,CAR,ARI,TE,2026,PRE,0,3.5,0.0,VERY LOW,0.063,NFL_RUSH_REC_TD_V1
00-0037005,Tommy Tremble,CAR,ARI,TE,2026,PRE,0,0.5,6.99,ELITE,0.076,NFL_RUSH_REC_TD_V1
00-0037005,Tommy Tremble,CAR,ARI,TE,2026,PRE,0,1.0,6.99,ELITE,0.076,NFL_RUSH_REC_TD_V1
00-0037005,Tommy Tremble,CAR,ARI,TE,2026,PRE,0,1.5,0.54,LEAN,0.076,NFL_RUSH_REC_TD_V1
00-0037005,Tommy Tremble,CAR,ARI,TE,2026,PRE,0,2.0,0.54,LEAN,0.076,NFL_RUSH_REC_TD_V1
00-0037005,Tommy Tremble,CAR,ARI,TE,2026,PRE,0,2.5,0.05,VERY LOW,0.076,NFL_RUSH_REC_TD_V1
00-0037005,Tommy Tremble,CAR,ARI,TE,2026,PRE,0,3.0,0.05,VERY LOW,0.076,NFL_RUSH_REC_TD_V1
00-0037005,Tommy Tremble,CAR,ARI,TE,2026,PRE,0,3.5,0.0,VERY LOW,0.076,NFL_RUSH_REC_TD_V1
00-0037282,James Mitchell,CAR,ARI,TE,2026,PRE,0,0.5,6.57,ELITE,0.071,NFL_RUSH_REC_TD_V1
00-0037282,James Mitchell,CAR,ARI,TE,2026,PRE,0,1.0,6.57,ELITE,0.071,NFL_RUSH_REC_TD_V1
00-0037282,James Mitchell,CAR,ARI,TE,2026,PRE,0,1.5,0.53,LEAN,0.071,NFL_RUSH_REC_TD_V1
00-0037282,James Mitchell,CAR,ARI,TE,2026,PRE,0,2.0,0.53,LEAN,0.071,NFL_RUSH_REC_TD_V1
00-0037282,James Mitchell,CAR,ARI,TE,2026,PRE,0,2.5,0.04,VERY LOW,0.071,NFL_RUSH_REC_TD_V1
00-0037282,James Mitchell,CAR,ARI,TE,2026,PRE,0,3.0,0.04,VERY LOW,0.071,NFL_RUSH_REC_TD_V1
00-0037282,James Mitchell,CAR,ARI,TE,2026,PRE,0,3.5,0.01,VERY LOW,0.071,NFL_RUSH_REC_TD_V1
00-0037614,John Metchie III,CAR,ARI,WR,2026,PRE,0,0.5,4.59,ELITE,0.049,NFL_RUSH_REC_TD_V1
00-0037614,John Metchie III,CAR,ARI,WR,2026,PRE,0,1.0,4.59,ELITE,0.049,NFL_RUSH_REC_TD_V1
00-0037614,John Metchie III,CAR,ARI,WR,2026,PRE,0,1.5,0.25,LOW,0.049,NFL_RUSH_REC_TD_V1
00-0037614,John Metchie III,CAR,ARI,WR,2026,PRE,0,2.0,0.25,LOW,0.049,NFL_RUSH_REC_TD_V1
00-0037614,John Metchie III,CAR,ARI,WR,2026,PRE,0,2.5,0.01,VERY LOW,0.049,NFL_RUSH_REC_TD_V1
00-0037614,John Metchie III,CAR,ARI,WR,2026,PRE,0,3.0,0.01,VERY LOW,0.049,NFL_RUSH_REC_TD_V1
00-0037614,John Metchie III,CAR,ARI,WR,2026,PRE,0,3.5,0.0,VERY LOW,0.049,NFL_RUSH_REC_TD_V1
00-0038102,Kenny Pickett,CAR,ARI,QB,2026,PRE,0,0.5,6.03,ELITE,0.065,NFL_RUSH_REC_TD_V1
00-0038102,Kenny Pickett,CAR,ARI,QB,2026,PRE,0,1.0,6.03,ELITE,0.065,NFL_RUSH_REC_TD_V1
00-0038102,Kenny Pickett,CAR,ARI,QB,2026,PRE,0,1.5,0.4,COIN FLIP,0.065,NFL_RUSH_REC_TD_V1
00-0038102,Kenny Pickett,CAR,ARI,QB,2026,PRE,0,2.0,0.4,COIN FLIP,0.065,NFL_RUSH_REC_TD_V1
00-0038102,Kenny Pickett,CAR,ARI,QB,2026,PRE,0,2.5,0.03,VERY LOW,0.065,NFL_RUSH_REC_TD_V1
00-0038102,Kenny Pickett,CAR,ARI,QB,2026,PRE,0,3.0,0.03,VERY LOW,0.065,NFL_RUSH_REC_TD_V1
00-0038102,Kenny Pickett,CAR,ARI,QB,2026,PRE,0,3.5,0.0,VERY LOW,0.065,NFL_RUSH_REC_TD_V1
00-0038840,Brycen Tremayne,CAR,ARI,WR,2026,PRE,0,0.5,2.51,ELITE,0.026,NFL_RUSH_REC_TD_V1
00-0038840,Brycen Tremayne,CAR,ARI,WR,2026,PRE,0,1.0,2.51,ELITE,0.026,NFL_RUSH_REC_TD_V1
00-0038840,Brycen Tremayne,CAR,ARI,WR,2026,PRE,0,1.5,0.06,VERY LOW,0.026,NFL_RUSH_REC_TD_V1
00-0038840,Brycen Tremayne,CAR,ARI,WR,2026,PRE,0,2.0,0.06,VERY LOW,0.026,NFL_RUSH_REC_TD_V1
00-0038840,Brycen Tremayne,CAR,ARI,WR,2026,PRE,0,2.5,0.0,VERY LOW,0.026,NFL_RUSH_REC_TD_V1
00-0038840,Brycen Tremayne,CAR,ARI,WR,2026,PRE,0,3.0,0.0,VERY LOW,0.026,NFL_RUSH_REC_TD_V1
00-0038840,Brycen Tremayne,CAR,ARI,WR,2026,PRE,0,3.5,0.0,VERY LOW,0.026,NFL_RUSH_REC_TD_V1
00-0039150,Bryce Young,CAR,ARI,QB,2026,PRE,0,0.5,8.04,ELITE,0.089,NFL_RUSH_REC_TD_V1
00-0039150,Bryce Young,CAR,ARI,QB,2026,PRE,0,1.0,8.04,ELITE,0.089,NFL_RUSH_REC_TD_V1
00-0039150,Bryce Young,CAR,ARI,QB,2026,PRE,0,1.5,0.77,HIGH,0.089,NFL_RUSH_REC_TD_V1
00-0039150,Bryce Young,CAR,ARI,QB,2026,PRE,0,2.0,0.77,HIGH,0.089,NFL_RUSH_REC_TD_V1
00-0039150,Bryce Young,CAR,ARI,QB,2026,PRE,0,2.5,0.07,VERY LOW,0.089,NFL_RUSH_REC_TD_V1
00-0039150,Bryce Young,CAR,ARI,QB,2026,PRE,0,3.0,0.07,VERY LOW,0.089,NFL_RUSH_REC_TD_V1
00-0039150,Bryce Young,CAR,ARI,QB,2026,PRE,0,3.5,0.01,VERY LOW,0.089,NFL_RUSH_REC_TD_V1
00-0039342,Xavier Legette,CAR,ARI,WR,2026,PRE,0,0.5,7.05,ELITE,0.077,NFL_RUSH_REC_TD_V1
00-0039342,Xavier Legette,CAR,ARI,WR,2026,PRE,0,1.0,7.05,ELITE,0.077,NFL_RUSH_REC_TD_V1
00-0039342,Xavier Legette,CAR,ARI,WR,2026,PRE,0,1.5,0.61,SOLID,0.077,NFL_RUSH_REC_TD_V1
00-0039342,Xavier Legette,CAR,ARI,WR,2026,PRE,0,2.0,0.61,SOLID,0.077,NFL_RUSH_REC_TD_V1
00-0039342,Xavier Legette,CAR,ARI,WR,2026,PRE,0,2.5,0.04,VERY LOW,0.077,NFL_RUSH_REC_TD_V1
00-0039342,Xavier Legette,CAR,ARI,WR,2026,PRE,0,3.0,0.04,VERY LOW,0.077,NFL_RUSH_REC_TD_V1
00-0039342,Xavier Legette,CAR,ARI,WR,2026,PRE,0,3.5,0.0,VERY LOW,0.077,NFL_RUSH_REC_TD_V1
00-0039344,Jonathon Brooks,CAR,ARI,RB,2026,PRE,0,0.5,9.5,ELITE,0.107,NFL_RUSH_REC_TD_V1
00-0039344,Jonathon Brooks,CAR,ARI,RB,2026,PRE,0,1.0,9.5,ELITE,0.107,NFL_RUSH_REC_TD_V1
00-0039344,Jonathon Brooks,CAR,ARI,RB,2026,PRE,0,1.5,1.09,ELITE,0.107,NFL_RUSH_REC_TD_V1
00-0039344,Jonathon Brooks,CAR,ARI,RB,2026,PRE,0,2.0,1.09,ELITE,0.107,NFL_RUSH_REC_TD_V1
00-0039344,Jonathon Brooks,CAR,ARI,RB,2026,PRE,0,2.5,0.12,VERY LOW,0.107,NFL_RUSH_REC_TD_V1
00-0039344,Jonathon Brooks,CAR,ARI,RB,2026,PRE,0,3.0,0.12,VERY LOW,0.107,NFL_RUSH_REC_TD_V1
00-0039344,Jonathon Brooks,CAR,ARI,RB,2026,PRE,0,3.5,0.02,VERY LOW,0.107,NFL_RUSH_REC_TD_V1
00-0039356,Ja'Tavion Sanders,CAR,ARI,TE,2026,PRE,0,0.5,7.44,ELITE,0.082,NFL_RUSH_REC_TD_V1
00-0039356,Ja'Tavion Sanders,CAR,ARI,TE,2026,PRE,0,1.0,7.44,ELITE,0.082,NFL_RUSH_REC_TD_V1
00-0039356,Ja'Tavion Sanders,CAR,ARI,TE,2026,PRE,0,1.5,0.68,SOLID,0.082,NFL_RUSH_REC_TD_V1
00-0039356,Ja'Tavion Sanders,CAR,ARI,TE,2026,PRE,0,2.0,0.68,SOLID,0.082,NFL_RUSH_REC_TD_V1
00-0039356,Ja'Tavion Sanders,CAR,ARI,TE,2026,PRE,0,2.5,0.07,VERY LOW,0.082,NFL_RUSH_REC_TD_V1
00-0039356,Ja'Tavion Sanders,CAR,ARI,TE,2026,PRE,0,3.0,0.07,VERY LOW,0.082,NFL_RUSH_REC_TD_V1
00-0039356,Ja'Tavion Sanders,CAR,ARI,TE,2026,PRE,0,3.5,0.01,VERY LOW,0.082,NFL_RUSH_REC_TD_V1
00-0039491,Jalen Coker,CAR,ARI,WR,2026,PRE,0,0.5,19.22,ELITE,0.247,NFL_RUSH_REC_TD_V1
00-0039491,Jalen Coker,CAR,ARI,WR,2026,PRE,0,1.0,19.22,ELITE,0.247,NFL_RUSH_REC_TD_V1
00-0039491,Jalen Coker,CAR,ARI,WR,2026,PRE,0,1.5,4.25,ELITE,0.247,NFL_RUSH_REC_TD_V1
00-0039491,Jalen Coker,CAR,ARI,WR,2026,PRE,0,2.0,4.25,ELITE,0.247,NFL_RUSH_REC_TD_V1
00-0039491,Jalen Coker,CAR,ARI,WR,2026,PRE,0,2.5,0.99,ELITE,0.247,NFL_RUSH_REC_TD_V1
00-0039491,Jalen Coker,CAR,ARI,WR,2026,PRE,0,3.0,0.99,ELITE,0.247,NFL_RUSH_REC_TD_V1
00-0039491,Jalen Coker,CAR,ARI,WR,2026,PRE,0,3.5,0.2,VERY LOW,0.247,NFL_RUSH_REC_TD_V1
