player_key,player_id,player_name,team,opponent,position,depth_chart_position,roster_status,years_exp,game_id,game_date,game_name
emanuel wilson__SEA,00-0038797,Emanuel Wilson,SEA,KC,RB,RB,ACT,3.0,2026_PRE_W3_SEA_KC,,SEA at KC
emari demercado__KC,00-0038705,Emari Demercado,KC,SEA,RB,RB,ACT,3.0,2026_PRE_W3_SEA_KC,,SEA at KC
emeka egbuka__TB,00-0040129,Emeka Egbuka,TB,JAX,WR,WR,ACT,1.0,2026_PRE_W3_TB_JAX,,TB at JAX
emmanuel henderson__SEA,00-0040895,Emmanuel Henderson,SEA,KC,WR,WR,ACT,0.0,2026_PRE_W3_SEA_KC,,SEA at KC
emmett johnson__KC,00-0041013,Emmett Johnson,KC,SEA,RB,RB,ACT,0.0,2026_PRE_W3_SEA_KC,,SEA at KC
eric gray__NYG,00-0038396,Eric Gray,NYG,NYJ,RB,RB,ACT,3.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
eric rivers__TB,00-0041257,Eric Rivers,TB,JAX,WR,WR,ACT,0.0,2026_PRE_W3_TB_JAX,,TB at JAX
evan hull__HOU,00-0038397,Evan Hull,HOU,CAR,RB,RB,ACT,3.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
fernando mendoza__LV,00-0041562,Fernando Mendoza,LV,SF,QB,QB,RES,0.0,2026_PRE_W3_SF_LV,,SF at LV
frank gore jr__BUF,00-0039471,Frank Gore Jr.,BUF,PIT,RB,RB,ACT,2.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
gabriel benyard__BUF,00-0041222,Gabriel Benyard,BUF,PIT,WR,WR,ACT,0.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
gage larvadain__CLE,00-0040259,Gage Larvadain,CLE,NE,WR,WR,ACT,1.0,2026_PRE_W3_NE_CLE,,NE at CLE
garrett greene__TB,00-0040419,Garrett Greene,TB,JAX,WR,WR,ACT,1.0,2026_PRE_W3_TB_JAX,,TB at JAX
garrett nussmeier__KC,00-0040906,Garrett Nussmeier,KC,SEA,QB,QB,ACT,0.0,2026_PRE_W3_SEA_KC,,SEA at KC
garrett wilson__NYJ,00-0037740,Garrett Wilson,NYJ,NYG,WR,WR,ACT,4.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
gary brightwell__CIN,00-0036569,Gary Brightwell,CIN,PHI,RB,RB,ACT,5.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
gee scott jr__NYJ,00-0040571,Gee Scott Jr.,NYJ,NYG,WR,WR,ACT,1.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
geno smith__NYJ,00-0030565,Geno Smith,NYJ,NYG,QB,QB,ACT,13.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
george holani__SEA,00-0039299,George Holani,SEA,KC,RB,RB,ACT,2.0,2026_PRE_W3_SEA_KC,,SEA at KC
george pickens__DAL,00-0037247,George Pickens,DAL,NO,WR,WR,ACT,4.0,2026_PRE_W3_NO_DAL,,NO at DAL
germie bernard__PIT,00-0041489,Germie Bernard,PIT,BUF,WR,WR,ACT,0.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
graham mertz__HOU,00-0040211,Graham Mertz,HOU,CAR,QB,QB,ACT,1.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
greg dortch__DET,00-0035500,Greg Dortch,DET,IND,WR,WR,ACT,7.0,2026_PRE_W3_DET_IND,,DET at IND
gregory desrosiers__LAC,00-0041376,Gregory Desrosiers,LAC,LAR,RB,RB,ACT,0.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
gunner olszewski__NYG,00-0035645,Gunner Olszewski,NYG,NYJ,WR,WR,RES,7.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
hank beatty__TEN,00-0040912,Hank Beatty,TEN,CHI,WR,WR,ACT,0.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
haynes king__CAR,00-0041149,Haynes King,CAR,HOU,QB,QB,ACT,0.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
hendon hooker__TEN,00-0038550,Hendon Hooker,TEN,CHI,QB,QB,ACT,3.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
hunter luepke__DAL,00-0038738,Hunter Luepke,DAL,NO,RB,FB,ACT,3.0,2026_PRE_W3_NO_DAL,,NO at DAL
irvin charles__SEA,00-0037156,Irvin Charles,SEA,KC,WR,WR,ACT,4.0,2026_PRE_W3_SEA_KC,,SEA at KC
isaac guerendo__SF,00-0039363,Isaac Guerendo,SF,LV,RB,RB,ACT,2.0,2026_PRE_W3_SF_LV,,SF at LV
isaac teslaa__DET,00-0040669,Isaac TeSlaa,DET,IND,WR,WR,ACT,1.0,2026_PRE_W3_DET_IND,,DET at IND
isaiah bond__CLE,00-0040782,Isaiah Bond,CLE,NE,WR,WR,ACT,1.0,2026_PRE_W3_NE_CLE,,NE at CLE
isaiah davis__NYJ,00-0039798,Isaiah Davis,NYJ,NYG,RB,RB,ACT,2.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
isaiah hodgins__NYG,00-0036165,Isaiah Hodgins,NYG,NYJ,WR,WR,ACT,6.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
isaiah neyor__GB,00-0040558,Isaiah Neyor,GB,ARI,WR,WR,ACT,1.0,2026_PRE_W3_ARI_GB,,ARI at GB
isaiah williams__NYJ,00-0039451,Isaiah Williams,NYJ,NYG,WR,WR,ACT,2.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
isiah pacheco__DET,00-0037197,Isiah Pacheco,DET,IND,RB,RB,ACT,4.0,2026_PRE_W3_DET_IND,,DET at IND
israel abanikanda__DAL,00-0038389,Israel Abanikanda,DAL,NO,RB,RB,ACT,3.0,2026_PRE_W3_NO_DAL,,NO at DAL
j j mccarthy__MIN,00-0039923,J.J. McCarthy,MIN,DEN,QB,QB,ACT,2.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
j k dobbins__DEN,00-0036158,J.K. Dobbins,DEN,MIN,RB,RB,ACT,6.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
j mari taylor__JAX,00-0041217,J'mari Taylor,JAX,TB,RB,RB,ACT,0.0,2026_PRE_W3_TB_JAX,,TB at JAX
j michael sturdivant__GB,00-0040948,J.Michael Sturdivant,GB,ARI,WR,WR,ACT,0.0,2026_PRE_W3_ARI_GB,,ARI at GB
ja kobi lane__BAL,00-0040870,Ja'Kobi Lane,BAL,WAS,WR,WR,ACT,0.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
ja lynn polk__NO,00-0039907,Ja'Lynn Polk,NO,DAL,WR,WR,ACT,2.0,2026_PRE_W3_NO_DAL,,NO at DAL
ja marr chase__CIN,00-0036900,Ja'Marr Chase,CIN,PHI,WR,WR,ACT,5.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
ja mori maclin__BUF,00-0041272,Ja'Mori Maclin,BUF,PIT,WR,WR,ACT,0.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
ja seem reed__CAR,00-0040265,Ja'Seem Reed,CAR,HOU,WR,WR,ACT,1.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
jabari small__DET,00-0039652,Jabari Small,DET,IND,RB,RB,ACT,2.0,2026_PRE_W3_DET_IND,,DET at IND
jacardia wright__SEA,00-0040067,Jacardia Wright,SEA,KC,RB,RB,ACT,1.0,2026_PRE_W3_SEA_KC,,SEA at KC
jack bech__LV,00-0040729,Jack Bech,LV,SF,WR,WR,ACT,1.0,2026_PRE_W3_SF_LV,,SF at LV
jack strand__ATL,00-0041194,Jack Strand,ATL,MIA,QB,QB,ACT,0.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
jack westover__NE,00-0039305,Jack Westover,NE,CLE,RB,FB,ACT,2.0,2026_PRE_W3_NE_CLE,,NE at CLE
jackson acker__BUF,00-0041221,Jackson Acker,BUF,PIT,RB,RB,ACT,0.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
jackson meeks__DET,00-0040390,Jackson Meeks,DET,IND,WR,WR,ACT,1.0,2026_PRE_W3_DET_IND,,DET at IND
jacob clark__LV,00-0040996,Jacob Clark,LV,SF,QB,QB,ACT,0.0,2026_PRE_W3_SF_LV,,SF at LV
jacob cowing__SF,00-0039365,Jacob Cowing,SF,LV,WR,WR,ACT,2.0,2026_PRE_W3_SF_LV,,SF at LV
jacob de jesus__KC,00-0040967,Jacob De Jesus,KC,SEA,WR,WR,ACT,0.0,2026_PRE_W3_SEA_KC,,SEA at KC
jacob saylors__DET,00-0038896,Jacob Saylors,DET,IND,RB,RB,ACT,3.0,2026_PRE_W3_DET_IND,,DET at IND
jacoby jones__WAS,00-0040317,Jacoby Jones,WAS,BAL,WR,WR,ACT,1.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
jacory croskey merritt__WAS,00-0040242,Jacory Croskey-Merritt,WAS,BAL,RB,RB,ACT,1.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
jadarian price__SEA,00-0041512,Jadarian Price,SEA,KC,RB,RB,ACT,0.0,2026_PRE_W3_SEA_KC,,SEA at KC
jaden bradley__WAS,00-0041176,Jaden Bradley,WAS,BAL,WR,WR,ACT,0.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
jaden nixon__GB,00-0040946,Jaden Nixon,GB,ARI,RB,RB,ACT,0.0,2026_PRE_W3_ARI_GB,,ARI at GB
jaden smith__DAL,00-0040769,Jaden Smith,DAL,NO,WR,WR,ACT,1.0,2026_PRE_W3_NO_DAL,,NO at DAL
jahan dotson__ATL,00-0037741,Jahan Dotson,ATL,MIA,WR,WR,ACT,4.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
jahdae walker__CHI,00-0040277,Jahdae Walker,CHI,TEN,WR,WR,ACT,1.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
jahmyr gibbs__DET,00-0039139,Jahmyr Gibbs,DET,IND,RB,RB,ACT,3.0,2026_PRE_W3_DET_IND,,DET at IND
jake bobo__SEA,00-0038752,Jake Bobo,SEA,KC,WR,WR,ACT,3.0,2026_PRE_W3_SEA_KC,,SEA at KC
jake browning__TB,00-0035100,Jake Browning,TB,JAX,QB,QB,ACT,7.0,2026_PRE_W3_TB_JAX,,TB at JAX
jakobi meyers__JAX,00-0034960,Jakobi Meyers,JAX,TB,WR,WR,ACT,7.0,2026_PRE_W3_TB_JAX,,TB at JAX
jakobie keeney james__GB,00-0040388,Jakobie Keeney-James,GB,ARI,WR,WR,ACT,1.0,2026_PRE_W3_ARI_GB,,ARI at GB
jaleel mclaughlin__DEN,00-0038794,Jaleel McLaughlin,DEN,MIN,RB,RB,ACT,3.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
jalen coker__CAR,00-0039491,Jalen Coker,CAR,HOU,WR,WR,ACT,2.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
jalen hurts__PHI,00-0036389,Jalen Hurts,PHI,CIN,QB,QB,ACT,6.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
jalen mcmillan__TB,00-0039855,Jalen McMillan,TB,JAX,WR,WR,ACT,2.0,2026_PRE_W3_TB_JAX,,TB at JAX
jalen milroe__SEA,00-0040673,Jalen Milroe,SEA,KC,QB,QB,ACT,1.0,2026_PRE_W3_SEA_KC,,SEA at KC
jalen nailor__LV,00-0037291,Jalen Nailor,LV,SF,WR,WR,ACT,4.0,2026_PRE_W3_SF_LV,,SF at LV
jalen reagor__MIA,00-0036387,Jalen Reagor,MIA,ATL,WR,WR,ACT,6.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
jalen royals__KC,00-0040646,Jalen Royals,KC,SEA,WR,WR,ACT,1.0,2026_PRE_W3_SEA_KC,,SEA at KC
jalen tolbert__MIA,00-0037666,Jalen Tolbert,MIA,ATL,WR,WR,ACT,4.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
jalen virgil__BUF,00-0037387,Jalen Virgil,BUF,PIT,WR,WR,ACT,4.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
jalen walthall__NYJ,00-0041311,Jalen Walthall,NYJ,NYG,WR,WR,ACT,0.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
jalin hyatt__NYG,00-0038938,Jalin Hyatt,NYG,NYJ,WR,WR,ACT,3.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
jalon daniels__TB,00-0041251,Jalon Daniels,TB,JAX,QB,QB,ACT,0.0,2026_PRE_W3_TB_JAX,,TB at JAX
jam miller__NE,00-0041129,Jam Miller,NE,CLE,RB,RB,ACT,0.0,2026_PRE_W3_NE_CLE,,NE at CLE
jamaal pritchett__NYJ,00-0040405,Jamaal Pritchett,NYJ,NYG,WR,WR,ACT,1.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
jamal haynes__CIN,00-0041244,Jamal Haynes,CIN,PHI,RB,RB,ACT,0.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
jamari thrash__CLE,00-0039379,Jamari Thrash,CLE,NE,WR,WR,ACT,2.0,2026_PRE_W3_NE_CLE,,NE at CLE
jameis winston__NYG,00-0031503,Jameis Winston,NYG,NYJ,QB,QB,ACT,11.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
james cook__BUF,00-0037248,James Cook,BUF,PIT,RB,RB,ACT,4.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
jameson williams__DET,00-0037240,Jameson Williams,DET,IND,WR,WR,ACT,4.0,2026_PRE_W3_DET_IND,,DET at IND
jaquae jackson__LAC,00-0039722,JaQuae Jackson,LAC,LAR,WR,WR,ACT,2.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
jared goff__DET,00-0033106,Jared Goff,DET,IND,QB,QB,ACT,10.0,2026_PRE_W3_DET_IND,,DET at IND
jared wayne__HOU,00-0038728,Jared Wayne,HOU,CAR,WR,WR,ACT,3.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
jaret patterson__LAC,00-0036755,Jaret Patterson,LAC,LAR,RB,RB,ACT,5.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
jarquez hunter__LAR,00-0040692,Jarquez Hunter,LAR,LAC,RB,RB,ACT,1.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
jarrett stidham__DEN,00-0035264,Jarrett Stidham,DEN,MIN,QB,QB,ACT,7.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
jason brownlee__KC,00-0038492,Jason Brownlee,KC,SEA,WR,WR,ACT,3.0,2026_PRE_W3_SEA_KC,,SEA at KC
jauan jennings__MIN,00-0036259,Jauan Jennings,MIN,DEN,WR,WR,ACT,6.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
javonte williams__DAL,00-0036997,Javonte Williams,DAL,NO,RB,RB,ACT,5.0,2026_PRE_W3_NO_DAL,,NO at DAL
jawhar jordan__HOU,00-0039405,Jawhar Jordan,HOU,CAR,RB,RB,ACT,2.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
jaxon smith njigba__SEA,00-0038543,Jaxon Smith-Njigba,SEA,KC,WR,WR,ACT,3.0,2026_PRE_W3_SEA_KC,,SEA at KC
jaxson dart__NYG,00-0040691,Jaxson Dart,NYG,NYJ,QB,QB,ACT,1.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
jayden daniels__WAS,00-0039910,Jayden Daniels,WAS,BAL,QB,QB,ACT,2.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
jayden higgins__HOU,00-0040130,Jayden Higgins,HOU,CAR,WR,WR,ACT,1.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
jayden reed__GB,00-0039146,Jayden Reed,GB,ARI,WR,WR,ACT,3.0,2026_PRE_W3_ARI_GB,,ARI at GB
jaydn ott__KC,00-0040959,Jaydn Ott,KC,SEA,RB,RB,ACT,0.0,2026_PRE_W3_SEA_KC,,SEA at KC
jaydon blue__DAL,00-0040586,Jaydon Blue,DAL,NO,RB,RB,ACT,1.0,2026_PRE_W3_NO_DAL,,NO at DAL
jaylen waddle__DEN,00-0036613,Jaylen Waddle,DEN,MIN,WR,WR,ACT,5.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
jaylen warren__PIT,00-0037228,Jaylen Warren,PIT,BUF,RB,RB,ACT,4.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
jaylen wright__MIA,00-0039874,Jaylen Wright,MIA,ATL,RB,RB,ACT,2.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
jaylin lane__WAS,00-0040164,Jaylin Lane,WAS,BAL,WR,WR,ACT,1.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
jaylin noel__HOU,00-0040138,Jaylin Noel,HOU,CAR,WR,WR,ACT,1.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
jeff caldwell__KC,00-0040953,Jeff Caldwell,KC,SEA,WR,WR,ACT,0.0,2026_PRE_W3_SEA_KC,,SEA at KC
jerand bradley__LAC,00-0041373,Jerand Bradley,LAC,LAR,WR,WR,ACT,0.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
jeremiah webb__NE,00-0040570,Jeremiah Webb,NE,CLE,WR,WR,ACT,1.0,2026_PRE_W3_NE_CLE,,NE at CLE
jeremy mcnichols__WAS,00-0033955,Jeremy McNichols,WAS,BAL,RB,RB,ACT,9.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
jerome ford__WAS,00-0037267,Jerome Ford,WAS,BAL,RB,RB,ACT,4.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
jerry jeudy__CLE,00-0036407,Jerry Jeudy,CLE,NE,WR,WR,ACT,6.0,2026_PRE_W3_NE_CLE,,NE at CLE
jeshaun jones__MIN,00-0039710,Jeshaun Jones,MIN,DEN,WR,WR,ACT,2.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
jha quan jackson__HOU,00-0039392,Jha'Quan Jackson,HOU,CAR,WR,WR,ACT,2.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
jimmy holiday__KC,00-0040120,Jimmy Holiday,KC,SEA,WR,WR,ACT,1.0,2026_PRE_W3_SEA_KC,,SEA at KC
jimmy horn jr__CAR,00-0040218,Jimmy Horn Jr.,CAR,HOU,WR,WR,ACT,1.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
jimmy kibble__NE,00-0041322,Jimmy Kibble,NE,CLE,WR,WR,ACT,0.0,2026_PRE_W3_NE_CLE,,NE at CLE
joe burrow__CIN,00-0036442,Joe Burrow,CIN,PHI,QB,QB,ACT,6.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
joe fagnano__BAL,00-0040981,Joe Fagnano,BAL,WAS,QB,QB,ACT,0.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
joe flacco__CIN,00-0026158,Joe Flacco,CIN,PHI,QB,QB,ACT,18.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
joe milton iii__DAL,00-0039398,Joe Milton III,DAL,NO,QB,QB,ACT,2.0,2026_PRE_W3_NO_DAL,,NO at DAL
joey aguilar__JAX,00-0041203,Joey Aguilar,JAX,TB,QB,QB,ACT,0.0,2026_PRE_W3_TB_JAX,,TB at JAX
john metchie iii__CAR,00-0037614,John Metchie III,CAR,HOU,WR,WR,ACT,4.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
johnny wilson__PHI,00-0039236,Johnny Wilson,PHI,CIN,WR,WR,ACT,2.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
jonah coleman__DEN,00-0041496,Jonah Coleman,DEN,MIN,RB,RB,ACT,0.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
jonathan brady__LV,00-0041022,Jonathan Brady,LV,SF,WR,WR,ACT,0.0,2026_PRE_W3_SF_LV,,SF at LV
jonathan mingo__DAL,00-0039062,Jonathan Mingo,DAL,NO,WR,WR,ACT,3.0,2026_PRE_W3_NO_DAL,,NO at DAL
jonathan taylor__IND,00-0036223,Jonathan Taylor,IND,DET,RB,RB,ACT,6.0,2026_PRE_W3_DET_IND,,DET at IND
jonathon brooks__CAR,00-0039344,Jonathon Brooks,CAR,HOU,RB,RB,ACT,2.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
jordan addison__MIN,00-0038994,Jordan Addison,MIN,DEN,WR,WR,ACT,3.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
jordan hudson__DAL,00-0040934,Jordan Hudson,DAL,NO,WR,WR,ACT,0.0,2026_PRE_W3_NO_DAL,,NO at DAL
jordan james__SF,00-0040177,Jordan James,SF,LV,RB,RB,ACT,1.0,2026_PRE_W3_SF_LV,,SF at LV
jordan love__GB,00-0036264,Jordan Love,GB,ARI,QB,QB,ACT,6.0,2026_PRE_W3_ARI_GB,,ARI at GB
jordan mason__MIN,00-0037525,Jordan Mason,MIN,DEN,RB,RB,ACT,4.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
jordan moore__CIN,00-0040375,Jordan Moore,CIN,PHI,WR,WR,ACT,1.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
jordan waters__LAR,00-0040601,Jordan Waters,LAR,LAC,RB,RB,ACT,1.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
jordan watkins__SF,00-0040172,Jordan Watkins,SF,LV,WR,WR,ACT,1.0,2026_PRE_W3_SF_LV,,SF at LV
jordan whittington__LAR,00-0039751,Jordan Whittington,LAR,LAC,WR,WR,ACT,2.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
jordyn tyson__NO,00-0041029,Jordyn Tyson,NO,DAL,WR,WR,ACT,0.0,2026_PRE_W3_NO_DAL,,NO at DAL
joseph manjack__DEN,00-0041294,Joseph Manjack,DEN,MIN,WR,WR,ACT,0.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
josh allen__BUF,00-0034857,Josh Allen,BUF,PIT,QB,QB,ACT,8.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
josh cameron__JAX,00-0041100,Josh Cameron,JAX,TB,WR,WR,ACT,0.0,2026_PRE_W3_TB_JAX,,TB at JAX
josh downs__IND,00-0038997,Josh Downs,IND,DET,WR,WR,ACT,3.0,2026_PRE_W3_DET_IND,,DET at IND
josh jacobs__GB,00-0035700,Josh Jacobs,GB,ARI,RB,RB,ACT,7.0,2026_PRE_W3_ARI_GB,,ARI at GB
josh johnson__CIN,00-0026300,Josh Johnson,CIN,PHI,QB,QB,ACT,18.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
josh kelly__HOU,00-0040049,Josh Kelly,HOU,CAR,WR,WR,ACT,1.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
josh palmer__BUF,00-0036988,Josh Palmer,BUF,PIT,WR,WR,ACT,5.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
josh pitsenberger__HOU,00-0041307,Josh Pitsenberger,HOU,CAR,RB,RB,ACT,0.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
josh williams__TB,00-0040429,Josh Williams,TB,JAX,RB,RB,ACT,1.0,2026_PRE_W3_TB_JAX,,TB at JAX
jp richardson__CHI,00-0040275,JP Richardson,CHI,TEN,WR,WR,ACT,1.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
juju smith schuster__NYG,00-0033857,JuJu Smith-Schuster,NYG,NYJ,WR,WR,ACT,9.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
julius chestnut__TEN,00-0037594,Julius Chestnut,TEN,CHI,RB,RB,ACT,4.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
junior bergen__SF,00-0040247,Junior Bergen,SF,LV,WR,WR,ACT,1.0,2026_PRE_W3_SF_LV,,SF at LV
justice hill__BAL,00-0034975,Justice Hill,BAL,WAS,RB,RB,ACT,7.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
justin fields__KC,00-0036945,Justin Fields,KC,SEA,QB,QB,ACT,5.0,2026_PRE_W3_SEA_KC,,SEA at KC
justin herbert__LAC,00-0036355,Justin Herbert,LAC,LAR,QB,QB,ACT,6.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
justin jefferson__MIN,00-0036322,Justin Jefferson,MIN,DEN,WR,WR,ACT,6.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
justin shorter__LV,00-0038590,Justin Shorter,LV,SF,WR,WR,RES,3.0,2026_PRE_W3_SF_LV,,SF at LV
justin watson__HOU,00-0034386,Justin Watson,HOU,CAR,WR,WR,ACT,8.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
k c concepcion__CLE,00-0041547,K.C. Concepcion,CLE,NE,WR,WR,ACT,0.0,2026_PRE_W3_NE_CLE,,NE at CLE
k j osborn__TEN,00-0036345,K.J. Osborn,TEN,CHI,WR,WR,ACT,6.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
kadarius calloway__TB,00-0041433,Kadarius Calloway,TB,JAX,RB,RB,ACT,0.0,2026_PRE_W3_TB_JAX,,TB at JAX
kaden wetjen__PIT,00-0041397,Kaden Wetjen,PIT,BUF,WR,WR,ACT,0.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
kaelon black__SF,00-0041052,Kaelon Black,SF,LV,RB,RB,ACT,0.0,2026_PRE_W3_SF_LV,,SF at LV
kaleb johnson__PIT,00-0040142,Kaleb Johnson,PIT,BUF,RB,RB,ACT,1.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
kalel mullings__TEN,00-0040205,Kalel Mullings,TEN,CHI,RB,RB,ACT,1.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
kalif raymond__CHI,00-0032464,Kalif Raymond,CHI,TEN,WR,WR,ACT,10.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
kameron johnson__TB,00-0039589,Kameron Johnson,TB,JAX,WR,WR,ACT,2.0,2026_PRE_W3_TB_JAX,,TB at JAX
kavontae turpin__DAL,00-0037801,KaVontae Turpin,DAL,NO,WR,WR,ACT,7.0,2026_PRE_W3_NO_DAL,,NO at DAL
kayshon boutte__NE,00-0038608,Kayshon Boutte,NE,CLE,WR,WR,ACT,3.0,2026_PRE_W3_NE_CLE,,NE at CLE
kaytron allen__WAS,00-0041096,Kaytron Allen,WAS,BAL,RB,RB,ACT,0.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
ke shawn williams__CIN,00-0040534,Ke'Shawn Williams,CIN,PHI,WR,WR,ACT,1.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
keandre lambert smith__LAC,00-0040184,KeAndre Lambert-Smith,LAC,LAR,WR,WR,ACT,1.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
keaton mitchell__LAC,00-0038454,Keaton Mitchell,LAC,LAR,RB,RB,ACT,3.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
keelan marion__ATL,00-0041266,Keelan Marion,ATL,MIA,WR,WR,ACT,0.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
kejon owens__MIN,00-0041350,Kejon Owens,MIN,DEN,RB,RB,ACT,0.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
kendall milton__CIN,00-0039266,Kendall Milton,CIN,PHI,RB,RB,ACT,2.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
kendre miller__NO,00-0038551,Kendre Miller,NO,DAL,RB,RB,ACT,3.0,2026_PRE_W3_NO_DAL,,NO at DAL
kendric pryor__CIN,00-0037422,Kendric Pryor,CIN,PHI,WR,WR,ACT,4.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
kendrick law__DET,00-0041446,Kendrick Law,DET,IND,WR,WR,ACT,0.0,2026_PRE_W3_DET_IND,,DET at IND
kene nwangwu__NYJ,00-0036842,Kene Nwangwu,NYJ,NYG,RB,RB,ACT,5.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
kenneth gainwell__TB,00-0036919,Kenneth Gainwell,TB,JAX,RB,RB,ACT,5.0,2026_PRE_W3_TB_JAX,,TB at JAX
