Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
110,2026-08-21,823830,2026-08-21T23:10:00Z,Scheduled,loanDepot park,Washington Nationals @ Miami Marlins,Home,691788,Joe Mack,Miami Marlins,Washington Nationals,C,L,No,,77,247,225,53,7,0,12,32,36,16,2,64,0.236,0.292,0.427,0.719,7,24,21,5,1,0.238,0.0417,18,57,52,11,3,0.212,0.0526,312,72,6.3,26.4,57.8,24.4,17.8,12.2,22.2,52.5,27.7,7.4,4.9,7.4,63.4,82.0,10.8,0.566,71.3,95.1,110.0,36.4,11.8,9.5,52.9,39.9,Below Average,2.5,Pull Power,A,Excellent HR swing plane,39.9,Below Average,0.972,Good,5.6,57.1,94.7,0.537,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,17.73,5.73,Strong positive regression,Below Average Pull Power profile. 6.3% barrel rate; 82.0 mph average exit velocity; 22.2% air-ball rate; 52.5% pull-air rate; 7.4% HR-launch rate.,0.0486,0.0432,3.99,4,1,18.8,0.21,21.3,Very recent HR,695418.0,Brad Lord,R,LHB vs RHP,30,3,62.1,4.04,1.25,7,1.01,8.23,3.61,414.0,3.6,22.7,8.7,34.8,28.0,81.9,94.0,115.9,0.515,7.0,42.4,99.6,0.585,6.4,4-Seam Fastball,L,LHB vs RHP,51.0,198,0.25,0.303,0.462,0.765,11,12,51,0.0556,6.7,0.602,129,0.0388,5.7,0.702,0,0,0,0/0,,,,,0,0,0,47.8,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,208,4-Seam Fastball,33.17307692307692,69.0,Sinker,27.403846153846153,57.0,Slider,25.0,52.0,Sweeper,11.538461538461538,24.0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,0.985,0.961,54.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,51.0,24.0,42.4,51.4,39.2,45.0,42.7,4.46,1.032,0.987,1.025,1.0,0.972,0.972,0.98,16.14,8.93,74.2,25.7,F,Lineup unconfirmed,Changeup,2.8846153846153846,6.0,,,,,,
111,2026-08-21,823262,2026-08-22T01:40:00Z,Scheduled,Petco Park,Minnesota Twins @ San Diego Padres,Away,807712,Luke Keaschall,Minnesota Twins,San Diego Padres,2B,R,No,,119,471,401,109,19,1,7,59,36,47,15,72,0.272,0.364,0.377,0.741,11,47,39,14,1,0.359,0.0213,23,96,79,25,3,0.316,0.0312,579,104,2.1,22.2,37.9,30.5,31.4,19.1,34.3,34.7,32.5,6.2,3.8,6.2,87.5,81.0,17.5,0.457,66.6,93.7,106.5,8.8,9.4,2.6,49.8,21.1,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,21.1,Weak,0.919,Good,1.9,34.1,94.6,0.512,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,15.36,8.36,Strong positive regression,Weak Contact-First Profile profile. 2.1% barrel rate; 81.0 mph average exit velocity; 34.3% air-ball rate; 34.7% pull-air rate; 6.2% HR-launch rate.,0.0149,0.0183,4.05,21,5,57.3,0.37,36.7,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,38.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,26.5,39.2,45.0,42.6,4.46,1.162,1.0,1.0,1.0,0.919,0.919,1.0,7.22,5.71,74.7,21.0,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
112,2026-08-21,825045,2026-08-22T01:40:00Z,Scheduled,Chase Field,Cincinnati Reds @ Arizona Diamondbacks,Home,694374,Tim Tawa,Arizona Diamondbacks,Cincinnati Reds,1B,R,No,,71,225,200,47,9,0,7,23,29,16,0,53,0.235,0.288,0.385,0.673,11,46,42,10,1,0.238,0.0217,26,104,94,24,3,0.255,0.0288,284,126,5.4,29.5,42.4,33.6,23.2,14.4,24.7,38.6,30.7,8.1,5.1,8.1,45.6,83.4,14.7,0.558,69.6,96.4,109.6,34.6,12.5,11.3,51.0,36.1,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,36.1,Below Average,0.961,Good,6.3,37.5,98.2,0.582,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,14.37,7.37,Strong positive regression,Below Average Contact-First Profile profile. 5.4% barrel rate; 83.4 mph average exit velocity; 24.7% air-ball rate; 38.6% pull-air rate; 8.1% HR-launch rate.,0.0311,0.0314,3.93,20,5,28.6,0.7,70.0,Recently homered,666157.0,Nick Lodolo,L,RHB vs LHP,14,14,71.2,4.52,1.42,12,1.51,7.16,3.64,405.0,6.4,24.9,13.3,35.4,32.6,83.4,95.9,115.9,0.595,12.0,38.4,100.0,0.619,2.7,Sinker,R,RHB vs LHP,38.5,59,0.173,0.241,0.231,0.472,0,5,16,0.0,3.7,0.454,239,0.046,8.0,0.621,2,2,2,2/2,1.0,1.0,1.0,2.0,0,0,0,41.3,Slight Pitcher Advantage,Below average,52.5,5,Pitch-level Statcast · last 5 MLB games,414,4-Seam Fastball,28.502415458937197,118.0,Sinker,26.08695652173913,108.0,Changeup,23.67149758454106,98.0,Curveball,21.73913043478261,90.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.977,0.989,44.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,38.5,38.6,38.4,46.4,50.0,45.0,42.4,4.43,0.917,1.066,1.025,1.0,0.961,0.961,1.0,11.79,7.39,76.1,22.8,F,Lineup unconfirmed,,,,,,,,,
113,2026-08-21,824800,2026-08-21T23:15:00Z,Scheduled,Oriole Park at Camden Yards,Tampa Bay Rays @ Baltimore Orioles,Away,668723,Ryan Vilade,Tampa Bay Rays,Baltimore Orioles,RF,R,No,,73,212,189,49,8,1,11,24,37,18,1,47,0.259,0.322,0.487,0.809,9,22,19,6,2,0.316,0.0909,18,45,41,11,4,0.268,0.0889,316,67,3.6,19.7,43.5,30.0,26.0,14.3,22.3,57.9,32.0,4.2,3.1,4.2,118.2,80.5,25.6,0.671,74.8,92.8,112.2,61.6,8.6,9.2,37.1,36.1,Below Average,2.5,Pull Power,A-,Elevated power plane,36.1,Below Average,0.961,Good,4.5,71.4,92.0,0.835,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,12.1,1.1,Near expected,Below Average Pull Power profile. 3.6% barrel rate; 80.5 mph average exit velocity; 22.3% air-ball rate; 57.9% pull-air rate; 4.2% HR-launch rate.,0.0519,0.0447,4.15,6,2,17.2,0.35,34.9,Very recent HR,669432.0,Trevor Rogers,L,RHB vs LHP,23,23,125.2,4.15,1.25,13,0.93,7.73,2.51,764.0,4.3,23.3,12.3,42.9,27.9,82.2,94.5,117.3,0.514,13.0,35.5,100.0,0.58,3.3,4-Seam Fastball,R,RHB vs LHP,41.0,126,0.281,0.333,0.535,0.868,7,10,29,0.0556,3.0,0.607,395,0.0304,5.1,0.551,6,4,4,4/4,1.0,0.833,2.5,3.333,1,1,0,43.8,Neutral Matchup,Average,65.0,5,Pitch-level Statcast · last 5 MLB games,452,4-Seam Fastball,47.34513274336283,214.0,Changeup,20.353982300884955,92.0,Sweeper,15.70796460176991,71.0,Cutter,8.4070796460177,38.0,Unknown,,Unknown,,No,99.0,0.99,1.0,48.2,0.971,0.968,51.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,41.0,31.1,35.5,43.5,48.2,45.0,42.3,4.43,1.35,0.973,1.025,1.0,0.961,0.961,0.98,17.29,11.5,70.7,30.7,D,Lineup unconfirmed,Sinker,8.185840707964601,37.0,,,,,,
114,2026-08-21,823101,2026-08-22T02:10:00Z,Scheduled,T-Mobile Park,Chicago Cubs @ Seattle Mariners,Away,673548,Seiya Suzuki,Chicago Cubs,Seattle Mariners,RF,R,No,,110,483,418,112,24,0,22,71,74,58,4,124,0.268,0.36,0.483,0.843,10,44,39,9,3,0.231,0.0682,24,112,96,25,5,0.26,0.0446,592,140,7.5,22.1,44.1,25.7,30.2,15.1,27.7,46.7,30.4,7.0,4.4,7.0,50.1,82.2,23.3,0.593,71.2,93.9,112.1,34.4,11.0,10.5,45.2,38.6,Below Average,2.5,Pull Power,A-,Elevated power plane,38.6,Below Average,0.968,Good,9.3,47.4,92.3,0.567,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.01,15.01,Strong positive regression,Below Average Pull Power profile. 7.5% barrel rate; 82.2 mph average exit velocity; 27.7% air-ball rate; 46.7% pull-air rate; 7.0% HR-launch rate.,0.0455,0.0429,4.15,7,2,19.0,0.37,36.8,Recently homered,676106.0,Emerson Hancock,R,RHB vs RHP,23,23,128.0,3.3,1.11,16,1.13,8.37,2.25,732.0,4.8,23.1,14.5,33.7,30.7,83.2,94.4,114.7,0.547,16.0,45.1,99.8,0.613,6.4,4-Seam Fastball,R,RHB vs RHP,37.8,355,0.256,0.344,0.458,0.802,15,39,98,0.0423,7.3,0.59,222,0.027,3.6,0.501,6,6,1,1/6,0.167,0.167,0.667,0.834,1,0,3,43.8,Neutral Matchup,Average,54.8,5,Pitch-level Statcast · last 5 MLB games,474,4-Seam Fastball,41.561181434599156,197.0,Sinker,23.839662447257385,113.0,Sweeper,10.759493670886076,51.0,Cutter,10.126582278481013,48.0,Unknown,,Unknown,,No,92.0,0.92,1.0,35.6,0.99,0.973,50.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,37.8,27.7,45.1,50.4,35.6,45.0,42.3,4.42,1.138,1.005,0.985,1.0,0.968,0.968,1.0,16.62,9.67,85.0,30.3,D,Lineup unconfirmed,Curveball,9.70464135021097,46.0,Changeup,4.008438818565401,19.0,,,
115,2026-08-21,823420,2026-08-21T22:40:00Z,Scheduled,Citizens Bank Park,St. Louis Cardinals @ Philadelphia Phillies,Away,676475,Alec Burleson,St. Louis Cardinals,Philadelphia Phillies,1B,L,No,,128,544,489,141,33,1,21,73,93,46,6,91,0.288,0.355,0.489,0.844,13,58,51,16,3,0.314,0.0517,28,120,106,34,6,0.321,0.05,755,176,7.2,30.8,55.6,20.6,23.7,13.1,25.4,44.1,32.9,8.1,4.7,8.1,41.9,86.0,17.1,0.697,71.7,97.9,113.4,35.8,14.6,12.7,51.5,45.6,Below Average,3.0,Pull Power,A,Excellent HR swing plane,45.6,Below Average,0.988,Good,6.8,41.5,97.6,0.753,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,49.66,28.66,Strong positive regression,Below Average Pull Power profile. 7.2% barrel rate; 86.0 mph average exit velocity; 25.4% air-ball rate; 44.1% pull-air rate; 8.1% HR-launch rate.,0.0386,0.0374,4.15,21,5,23.3,0.9,90.2,Near normal interval,666200.0,Jesús Luzardo,L,LHB vs LHP,25,25,150.1,3.23,1.15,12,0.72,11.08,2.75,698.0,3.6,20.5,11.5,37.3,28.4,81.7,93.4,110.9,0.454,12.0,45.0,100.0,0.627,5.7,Sweeper,L,LHB vs LHP,18.2,167,0.204,0.24,0.299,0.539,3,8,29,0.018,5.6,0.556,155,0.0065,1.2,0.296,0,0,0,0/0,,,,,0,0,0,34.0,Slight Pitcher Advantage,Below average,50.0,5,Pitch-level Statcast · last 5 MLB games,512,Sweeper,41.015625,210.0,4-Seam Fastball,25.9765625,133.0,Sinker,18.75,96.0,Changeup,14.2578125,73.0,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.99,0.961,48.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,18.2,22.9,45.0,50.0,64.4,45.0,42.2,4.42,1.145,0.939,0.985,1.0,0.988,0.988,1.0,14.63,9.48,85.0,30.7,D,Lineup unconfirmed,,,,,,,,,
116,2026-08-21,824721,2026-08-21T23:10:00Z,Scheduled,Fenway Park,San Francisco Giants @ Boston Red Sox,Home,677800,Wilyer Abreu,Boston Red Sox,San Francisco Giants,RF,L,No,,124,540,471,121,27,3,22,72,67,58,2,106,0.257,0.336,0.467,0.803,11,48,38,10,2,0.263,0.0417,25,111,92,23,7,0.25,0.0631,731,136,7.0,27.2,43.6,25.5,30.8,18.1,29.2,37.6,32.4,8.2,5.9,8.2,53.1,82.7,25.1,0.647,72.4,95.4,112.3,35.7,13.4,11.5,48.3,39.3,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,39.3,Below Average,0.97,Good,7.4,36.8,95.9,0.677,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,43.37,21.37,Strong positive regression,Below Average Contact-First Profile profile. 7.0% barrel rate; 82.7 mph average exit velocity; 29.2% air-ball rate; 37.6% pull-air rate; 8.2% HR-launch rate.,0.0407,0.0392,4.09,15,4,21.4,0.7,70.1,Recently homered,657277.0,Logan Webb,R,LHB vs RHP,22,22,139.0,3.5,1.06,9,0.58,7.12,2.07,719.0,3.1,23.9,11.5,39.5,27.4,81.8,94.4,114.4,0.464,9.0,50.0,100.0,0.632,7.9,Sinker,L,LHB vs RHP,38.0,379,0.234,0.307,0.449,0.756,17,38,80,0.0449,7.4,0.662,345,0.0174,3.3,0.471,3,2,2,2/2,1.0,1.0,2.5,3.5,0,1,0,45.3,Neutral Matchup,Average,53.8,5,Pitch-level Statcast · last 5 MLB games,471,Changeup,25.05307855626327,118.0,Sinker,23.35456475583864,110.0,Sweeper,18.683651804670912,88.0,Cutter,17.409766454352443,82.0,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.0,0.956,47.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,38.0,25.9,50.0,43.5,53.6,45.0,42.2,4.42,1.124,0.917,1.025,1.0,0.97,0.97,1.0,15.07,9.2,85.0,28.9,F,Lineup unconfirmed,4-Seam Fastball,15.498938428874734,73.0,,,,,,
117,2026-08-21,825045,2026-08-22T01:40:00Z,Scheduled,Chase Field,Cincinnati Reds @ Arizona Diamondbacks,Home,663457,Lars Nootbaar,Arizona Diamondbacks,Cincinnati Reds,LF,L,No,,60,228,195,43,9,1,4,25,19,32,0,47,0.221,0.329,0.338,0.667,8,29,24,3,1,0.125,0.0345,23,86,74,13,1,0.176,0.0116,258,101,5.3,31.7,46.6,26.1,26.9,15.9,26.8,36.6,24.8,7.5,4.4,7.5,25.6,85.9,13.3,0.507,70.9,97.3,112.0,35.7,12.5,9.2,52.6,34.8,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,34.8,Weak,0.957,Good,5.0,40.0,97.3,0.435,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,13.12,9.12,Strong positive regression,Weak Contact-First Profile profile. 5.3% barrel rate; 85.9 mph average exit velocity; 26.8% air-ball rate; 36.6% pull-air rate; 7.5% HR-launch rate.,0.0175,0.0225,3.99,0,0,48.8,0.0,0.0,Very recent HR,666157.0,Nick Lodolo,L,LHB vs LHP,14,14,71.2,4.52,1.42,12,1.51,7.16,3.64,405.0,6.4,24.9,13.3,35.4,32.6,83.4,95.9,115.9,0.595,12.0,40.8,100.0,0.608,4.5,Sinker,L,LHB vs LHP,36.8,41,0.143,0.244,0.229,0.472,1,5,10,0.0244,7.3,0.511,79,0.0127,1.1,0.519,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,2,39.8,Slight Pitcher Advantage,Below average,45.0,5,Pitch-level Statcast · last 5 MLB games,414,4-Seam Fastball,28.502415458937197,118.0,Sinker,26.08695652173913,108.0,Changeup,23.67149758454106,98.0,Curveball,21.73913043478261,90.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.982,0.989,43.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,36.8,38.6,40.8,43.8,50.0,45.0,42.2,4.42,1.03,1.066,0.985,0.965,0.957,0.924,0.98,8.69,6.15,75.2,20.6,F,Lineup unconfirmed,,,,,,,,,
118,2026-08-21,824721,2026-08-21T23:10:00Z,Scheduled,Fenway Park,San Francisco Giants @ Boston Red Sox,Away,646240,Rafael Devers,San Francisco Giants,Boston Red Sox,1B,L,No,,127,538,479,117,31,1,25,67,69,54,1,141,0.244,0.32,0.47,0.79,11,46,40,8,1,0.2,0.0217,25,105,90,23,5,0.256,0.0476,675,129,5.7,30.8,43.3,23.2,33.3,18.1,26.4,33.7,28.3,7.2,3.8,7.2,66.7,85.6,22.0,0.583,70.5,97.8,112.5,17.5,11.6,4.4,57.9,32.9,Weak,2.5,Contact-First Profile,A-,Elevated power plane,32.9,Weak,0.952,Good,5.4,29.4,98.5,0.514,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,35.1,10.1,Strong positive regression,Weak Contact-First Profile profile. 5.7% barrel rate; 85.6 mph average exit velocity; 26.4% air-ball rate; 33.7% pull-air rate; 7.2% HR-launch rate.,0.0465,0.0438,4.05,11,3,19.2,0.57,57.4,Recently homered,543243.0,Sonny Gray,R,LHB vs RHP,23,23,132.2,2.65,1.15,13,0.88,7.94,2.31,634.0,4.1,25.2,13.7,47.0,27.1,83.4,95.5,111.1,0.481,13.0,44.3,99.9,0.619,5.7,Sinker,L,LHB vs RHP,43.6,353,0.273,0.351,0.559,0.911,21,39,88,0.0595,6.1,0.669,349,0.0229,4.4,0.498,23,21,6,6/21,0.286,0.348,0.619,0.967,2,2,5,50.6,Neutral Matchup,Average,77.1,5,Pitch-level Statcast · last 5 MLB games,440,Sweeper,24.09090909090909,106.0,Sinker,23.636363636363637,104.0,Curveball,17.045454545454547,75.0,4-Seam Fastball,15.909090909090908,70.0,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,0.989,0.966,46.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,43.6,33.1,44.3,37.4,53.6,45.0,42.1,4.41,0.905,0.965,1.025,1.0,0.952,0.952,1.0,16.6,8.69,85.0,27.9,F,Lineup unconfirmed,Cutter,15.909090909090908,70.0,Changeup,3.409090909090909,15.0,,,
119,2026-08-21,823262,2026-08-22T01:40:00Z,Scheduled,Petco Park,Minnesota Twins @ San Diego Padres,Away,605170,Victor Caratini,Minnesota Twins,San Diego Padres,C,S,No,,91,335,285,64,9,0,7,27,38,32,10,67,0.225,0.316,0.33,0.646,5,20,16,4,0,0.25,0.0,16,53,46,8,0,0.174,0.0,389,65,3.4,26.2,38.8,28.8,32.4,11.9,26.6,32.6,29.0,5.9,3.7,5.9,26.8,83.7,14.0,0.458,69.6,95.1,107.7,13.6,11.2,4.3,48.8,22.8,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,22.8,Weak,0.924,Good,1.5,21.4,94.0,0.38,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,13.48,6.48,Strong positive regression,Weak Contact-First Profile profile. 3.4% barrel rate; 83.7 mph average exit velocity; 26.6% air-ball rate; 32.6% pull-air rate; 5.9% HR-launch rate.,0.0209,0.0238,3.93,90,29,40.7,2.21,221.1,Very long drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,S,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,39.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,13.3,39.2,45.0,42.0,4.4,0.758,1.0,1.0,0.94,0.924,0.868,1.06,9.04,5.12,70.2,24.7,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
120,2026-08-21,823101,2026-08-22T02:10:00Z,Scheduled,T-Mobile Park,Chicago Cubs @ Seattle Mariners,Home,642215,Weston Wilson,Seattle Mariners,Chicago Cubs,3B,R,No,,51,117,102,20,3,0,4,13,11,14,1,35,0.196,0.299,0.343,0.642,7,16,11,1,1,0.091,0.0625,16,42,35,5,1,0.143,0.0238,131,44,3.3,19.8,43.5,31.7,23.7,11.8,19.2,51.1,32.1,7.3,5.9,7.3,87.0,79.4,12.6,0.449,69.1,92.1,109.4,15.8,10.4,3.3,44.7,29.7,Weak,2.0,Pull Power,A,Excellent HR swing plane,29.7,Weak,0.943,Good,2.3,50.0,91.5,0.464,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,4.98,0.98,Near expected,Weak Pull Power profile. 3.3% barrel rate; 79.4 mph average exit velocity; 19.2% air-ball rate; 51.1% pull-air rate; 7.3% HR-launch rate.,0.0342,0.0331,3.87,4,4,25.5,0.16,15.7,Very recent HR,571510.0,Matthew Boyd,L,RHB vs LHP,15,15,85.0,4.02,1.24,13,1.38,7.2,2.75,483.0,6.2,22.8,13.0,46.8,30.8,81.6,94.1,112.5,0.567,13.0,36.0,100.0,0.516,6.7,4-Seam Fastball,R,RHB vs LHP,42.9,73,0.215,0.301,0.385,0.686,3,7,22,0.0411,4.6,0.504,263,0.0456,6.9,0.587,2,2,1,1/2,0.5,0.5,0.5,1.0,0,0,0,42.1,Slight Pitcher Advantage,Below average,50.9,5,Pitch-level Statcast · last 5 MLB games,473,4-Seam Fastball,45.03171247357294,213.0,Changeup,24.312896405919663,115.0,Curveball,17.12473572938689,81.0,Slider,13.10782241014799,62.0,Unknown,,Unknown,,No,92.0,0.92,1.0,35.6,0.972,0.987,46.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,42.9,42.4,36.0,35.7,35.6,45.0,42.0,4.39,1.145,1.045,1.025,0.94,0.943,0.887,0.98,12.21,7.6,63.7,21.1,F,Lineup unconfirmed,Sinker,0.42283298097251587,2.0,,,,,,
121,2026-08-21,823420,2026-08-21T22:40:00Z,Scheduled,Citizens Bank Park,St. Louis Cardinals @ Philadelphia Phillies,Home,650333,Luis Arraez,Philadelphia Phillies,St. Louis Cardinals,2B,L,No,,120,533,486,155,27,7,6,61,54,27,4,24,0.319,0.353,0.44,0.793,11,51,49,14,1,0.286,0.0196,24,109,105,33,2,0.314,0.0183,856,184,1.0,11.2,36.5,29.1,34.5,18.7,34.0,30.6,36.2,3.4,2.2,3.4,88.3,81.5,21.0,0.41,61.6,91.0,105.7,0.0,6.4,0.0,50.9,15.2,Weak,1.5,Contact-First Profile,A-,Elevated power plane,15.2,Weak,0.903,Good,1.6,27.9,90.9,0.435,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,13.98,7.98,Strong positive regression,Weak Contact-First Profile profile. 1.0% barrel rate; 81.5 mph average exit velocity; 34.0% air-ball rate; 30.6% pull-air rate; 3.4% HR-launch rate.,0.0113,0.0151,3.99,0,0,81.0,0.0,0.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.0,1.0,33.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,13.2,64.4,45.0,42.0,4.39,1.105,1.0,1.0,1.0,0.903,0.903,0.98,5.88,5.21,75.0,21.0,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,
