rank,date,game_pk,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_starts,last7_start_rate_pct,last7_most_recent_order,starter_id,starter,starter_hand,expected_pa,starter_pa_share,bullpen_k_pa_pct,pp_goblin_line,pp_standard_line,pp_devil_line,dk_goblin_line,dk_standard_line,dk_devil_line,fd_goblin_line,fd_standard_line,fd_devil_line,dk_standard_over_odds,dk_standard_under_odds,fd_standard_over_odds,fd_standard_under_odds,proj_k,line,play,true_probability_pct,fair_odds,confidence,ai_score,l5_k_per_game,l10_k_per_game,l15_k_per_game,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,bvp_pa,bvp_k,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_pitches,bvp_whiff_pct,bvp_csw_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,bvp_reliability,split_pa,split_k_rate_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,top_pitch,top_pitch_usage_pct,top_pitch_batter_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw_pct,velo_band_source,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct
1,2026-09-04,822852,TB,TEX,689414,Liam Hicks,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,4.0,592866,Trevor Williams,R,1.15,0.42,22.5,,,,,,,,,,,,,,0.3243,1.5,LESS,97.2,-3508,76,88,0.6,0.5,0.5333,40.0,40.0,40.0,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,286,7.7,28.4,22.1,24.9,4-Seam,39.0,2.3,8.4,25.5,89.3911,1.5,79,33,1,3.0,VELO_BAND_1.5,29.7,70.3,2.8,97.2,0.0,100.0,0.0,100.0,70.3,26.9,2.8,0.0,0.0
2,2026-09-04,823905,LAD,WSH,500743,Miguel Rojas,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,0,0.0,,800600,Jackson Kent,L,1.15,0.78,20.1,,,,,,,,,,,,,,0.329,1.5,LESS,97.2,-3431,65,85,0.2,0.3,0.3333,20.0,20.0,20.0,0.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,103,9.7,19.3,18.2,22.6,4-Seam,35.2,5.5,11.5,22.5,93.0237,1.5,116,58,2,3.4,VELO_BAND_1.5,30.1,69.9,2.8,97.2,0.0,100.0,0.0,100.0,69.9,27.2,2.8,0.0,0.0
3,2026-09-04,823905,WSH,LAD,660688,Keibert Ruiz,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,4.0,605483,Blake Snell,L,1.15,0.78,24.9,,,,,,,,,,,,,,0.3362,1.5,LESS,96.9,-3113,67,86,0.4,0.2,0.2667,40.0,20.0,26.7,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,63,19.0,33.0,33.5,31.3,4-Seam,49.3,7.1,10.9,21.9,96.011,1.5,135,68,5,7.4,VELO_BAND_1.5,30.5,69.5,3.1,96.9,0.0,100.0,0.0,100.0,69.5,27.4,3.1,0.0,0.0
4,2026-09-04,823905,WSH,LAD,678391,Jorbit Vivas,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,4,57.1,6.0,605483,Blake Snell,L,1.15,0.78,24.9,,,,,,,,,,,,,,0.376,1.5,LESS,96.3,-2597,66,85,0.0,0.2,0.2667,0.0,20.0,26.7,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,28,10.7,33.0,33.5,31.3,4-Seam,49.3,7.8,15.6,23.0,96.011,1.5,140,65,3,4.6,VELO_BAND_1.5,33.9,66.1,3.7,96.3,0.0,100.0,0.0,100.0,66.1,30.2,3.7,0.0,0.0
5,2026-09-04,824146,AZ,HOU,606466,Ketel Marte,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,2,28.6,4.0,664299,Cristian Javier,R,1.15,0.6204,22.8,,,,,,,,,,,,,,0.374,1.5,LESS,96.2,-2551,78,89,0.2,0.4,0.6,20.0,30.0,46.7,0.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,289,14.5,24.4,27.7,28.2,4-Seam,49.1,7.9,15.6,25.7,92.7701,1.5,211,108,3,2.8,VELO_BAND_1.5,33.6,66.4,3.8,96.2,0.0,100.0,0.0,100.0,66.4,29.9,3.8,0.0,0.0
6,2026-09-04,822852,TB,TEX,663743,Nick Fortes,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,1,14.3,7.0,592866,Trevor Williams,R,1.15,0.42,22.5,,,,,,,,,,,,,,0.3799,1.5,LESS,96.2,-2548,66,85,0.6,0.5,0.4,60.0,50.0,40.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,94,14.9,28.4,22.1,24.9,4-Seam,39.0,12.0,11.8,26.1,89.3911,1.5,43,24,1,4.2,VELO_BAND_1.5,34.2,65.8,3.8,96.2,0.0,100.0,0.0,100.0,65.8,30.4,3.8,0.0,0.0
7,2026-09-04,824067,KC,TOR,686681,Michael Massey,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,2,28.6,6.0,592791,Jameson Taillon,R,1.15,0.7407,23.1,,,,,,,,,,,,,,0.376,1.5,LESS,96.2,-2543,75,88,0.0,0.2,0.6,0.0,20.0,33.3,0.0,0.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,228,12.3,19.7,25.4,26.2,4-Seam,29.6,10.3,16.0,25.5,90.676,1.5,90,43,6,14.0,VELO_BAND_1.5,33.8,66.2,3.8,96.2,0.0,100.0,0.0,100.0,66.2,30.0,3.8,0.0,0.0
8,2026-09-04,824797,BOS,BAL,643396,Isiah Kiner-Falefa,R,,ACTIVE_ROSTER,ACTIVE_BENCH,False,2,28.6,9.0,669358,Shane Baz,R,1.15,0.78,21.0,,,,,,,,,,,,,,0.3779,1.5,LESS,96.1,-2456,67,86,0.4,0.3,0.3333,20.0,20.0,26.7,20.0,10.0,6.7,3,0,0.0,21.1,5,0.0,20.0,50.0,100.0,100.0,11.5,0.05,70,11.4,21.4,20.4,25.4,4-Seam,34.8,11.9,11.7,26.1,94.2185,1.5,73,37,3,8.1,VELO_BAND_1.5,33.9,66.1,3.9,96.1,0.0,100.0,0.0,100.0,66.1,30.0,3.9,0.0,0.0
9,2026-09-04,822852,TEX,TB,670032,Nicky Lopez,L,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,2.01,607259,Nick Martinez,R,1.15,0.78,22.2,,,,,,,,,,,,,,0.3787,1.5,LESS,96.1,-2454,75,88,0.0,0.2,0.4,0.0,20.0,33.3,0.0,0.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,170,17.1,14.0,15.5,24.8,Sinker,30.6,8.6,13.1,25.1,91.4361,1.5,125,66,8,12.1,VELO_BAND_1.5,34.0,66.0,3.9,96.1,0.0,100.0,0.0,100.0,66.0,30.0,3.9,0.0,0.0
10,2026-09-04,824797,BOS,BAL,681508,Mickey Gasper,S,,ACTIVE_ROSTER,ACTIVE_BENCH,False,3,42.9,2.0,669358,Shane Baz,R,1.15,0.78,21.0,,,,,,,,,,,,,,0.3776,1.5,LESS,96.1,-2448,74,88,0.6,0.3,0.2667,60.0,30.0,26.7,0.0,0.0,0.0,3,0,0.0,21.1,19,12.5,15.8,30.8,87.5,100.0,0.0,0.0924,148,12.2,21.4,20.4,25.4,4-Seam,34.8,6.6,10.7,25.0,94.2185,1.5,111,45,6,13.3,VELO_BAND_1.5,33.8,66.2,3.9,96.1,0.0,100.0,0.0,100.0,66.2,29.9,3.9,0.0,0.0
